"global_step","251221_A2C - train/final_neg_count","251221_A2C - train/final_neg_count__MIN","251221_A2C - train/final_neg_count__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"757500","15","15","15","1514","1514","1514"
"758000","15","15","15","1515","1515","1515"
"758500","15","15","15","1516","1516","1516"
"759000","15","15","15","1517","1517","1517"
"759500","15","15","15","1518","1518","1518"
"760000","15","15","15","1519","1519","1519"
"760500","15","15","15","1520","1520","1520"
"761000","15","15","15","1521","1521","1521"
"761500","15","15","15","1522","1522","1522"
"762000","15","15","15","1523","1523","1523"
"762500","15","15","15","1524","1524","1524"
"763000","15","15","15","1525","1525","1525"
"763500","15","15","15","1526","1526","1526"
"764000","15","15","15","1527","1527","1527"
"764500","15","15","15","1528","1528","1528"
"765000","15","15","15","1529","1529","1529"
"765500","15","15","15","1530","1530","1530"
"766000","15","15","15","1531","1531","1531"
"766500","15","15","15","1532","1532","1532"
"767000","15","15","15","1533","1533","1533"
"767500","15","15","15","1534","1534","1534"
"768000","15","15","15","1535","1535","1535"
"768500","15","15","15","1536","1536","1536"
"769000","15","15","15","1537","1537","1537"
"769500","15","15","15","1538","1538","1538"
"770000","15","15","15","1539","1539","1539"
"770500","15","15","15","1540","1540","1540"
"771000","15","15","15","1541","1541","1541"
"771500","15","15","15","1542","1542","1542"
"772000","15","15","15","1543","1543","1543"
"772500","15","15","15","1544","1544","1544"
"773000","15","15","15","1545","1545","1545"
"773500","15","15","15","1546","1546","1546"
"774000","15","15","15","1547","1547","1547"
"774500","15","15","15","1548","1548","1548"
"775000","15","15","15","1549","1549","1549"
"775500","15","15","15","1550","1550","1550"
"776000","15","15","15","1551","1551","1551"
"776500","15","15","15","1552","1552","1552"
"777000","15","15","15","1553","1553","1553"
"777500","15","15","15","1554","1554","1554"
"778000","15","15","15","1555","1555","1555"
"778500","15","15","15","1556","1556","1556"
"779000","15","15","15","1557","1557","1557"
"779500","15","15","15","1558","1558","1558"
"780000","15","15","15","1559","1559","1559"
"780500","15","15","15","1560","1560","1560"
"781000","15","15","15","1561","1561","1561"
"781500","15","15","15","1562","1562","1562"
"782000","15","15","15","1563","1563","1563"
"782500","15","15","15","1564","1564","1564"
"783000","15","15","15","1565","1565","1565"
"783500","15","15","15","1566","1566","1566"
"784000","15","15","15","1567","1567","1567"
"784500","15","15","15","1568","1568","1568"
"785000","15","15","15","1569","1569","1569"
"785500","15","15","15","1570","1570","1570"
"786000","15","15","15","1571","1571","1571"
"786500","15","15","15","1572","1572","1572"
"787000","15","15","15","1573","1573","1573"
"787500","15","15","15","1574","1574","1574"
"788000","15","15","15","1575","1575","1575"
"788500","15","15","15","1576","1576","1576"
"789000","15","15","15","1577","1577","1577"
"789500","15","15","15","1578","1578","1578"
"790000","15","15","15","1579","1579","1579"
"790500","15","15","15","1580","1580","1580"
"791000","15","15","15","1581","1581","1581"
"791500","15","15","15","1582","1582","1582"
"792000","15","15","15","1583","1583","1583"
"792500","15","15","15","1584","1584","1584"
"793000","15","15","15","1585","1585","1585"
"793500","15","15","15","1586","1586","1586"
"794000","15","15","15","1587","1587","1587"
"794500","15","15","15","1588","1588","1588"
"795000","15","15","15","1589","1589","1589"
"795500","15","15","15","1590","1590","1590"
"796000","15","15","15","1591","1591","1591"
"796500","15","15","15","1592","1592","1592"
"797000","15","15","15","1593","1593","1593"
"797500","15","15","15","1594","1594","1594"
"798000","15","15","15","1595","1595","1595"
"798500","15","15","15","1596","1596","1596"
"799000","15","15","15","1597","1597","1597"
"799500","15","15","15","1598","1598","1598"
"800000","15","15","15","1599","1599","1599"
"800500","15","15","15","1600","1600","1600"
"801000","15","15","15","1601","1601","1601"
"801500","15","15","15","1602","1602","1602"
"802000","15","15","15","1603","1603","1603"
"802500","15","15","15","1604","1604","1604"
"803000","15","15","15","1605","1605","1605"
"803500","15","15","15","1606","1606","1606"
"804000","15","15","15","1607","1607","1607"
"804500","15","15","15","1608","1608","1608"
"805000","15","15","15","1609","1609","1609"
"805500","15","15","15","1610","1610","1610"
"806000","15","15","15","1611","1611","1611"
"806500","15","15","15","1612","1612","1612"
"807000","15","15","15","1613","1613","1613"
"807500","15","15","15","1614","1614","1614"
"808000","15","15","15","1615","1615","1615"
"808500","15","15","15","1616","1616","1616"
"809000","15","15","15","1617","1617","1617"
"809500","15","15","15","1618","1618","1618"
"810000","15","15","15","1619","1619","1619"
"810500","15","15","15","1620","1620","1620"
"811000","15","15","15","1621","1621","1621"
"811500","15","15","15","1622","1622","1622"
"812000","15","15","15","1623","1623","1623"
"812500","15","15","15","1624","1624","1624"
"813000","15","15","15","1625","1625","1625"
"813500","15","15","15","1626","1626","1626"
"814000","15","15","15","1627","1627","1627"
"814500","15","15","15","1628","1628","1628"
"815000","15","15","15","1629","1629","1629"
"815500","15","15","15","1630","1630","1630"
"816000","15","15","15","1631","1631","1631"
"816500","15","15","15","1632","1632","1632"
"817000","15","15","15","1633","1633","1633"
"817500","15","15","15","1634","1634","1634"
"818000","15","15","15","1635","1635","1635"
"818500","15","15","15","1636","1636","1636"
"819000","15","15","15","1637","1637","1637"
"819500","15","15","15","1638","1638","1638"
"820000","15","15","15","1639","1639","1639"
"820500","15","15","15","1640","1640","1640"
"821000","15","15","15","1641","1641","1641"
"821500","15","15","15","1642","1642","1642"
"822000","15","15","15","1643","1643","1643"
"822500","15","15","15","1644","1644","1644"
"823000","15","15","15","1645","1645","1645"
"823500","15","15","15","1646","1646","1646"
"824000","15","15","15","1647","1647","1647"
"824500","15","15","15","1648","1648","1648"
"825000","15","15","15","1649","1649","1649"
"825500","15","15","15","1650","1650","1650"
"826000","15","15","15","1651","1651","1651"
"826500","15","15","15","1652","1652","1652"
"827000","15","15","15","1653","1653","1653"
"827500","15","15","15","1654","1654","1654"
"828000","15","15","15","1655","1655","1655"
"828500","15","15","15","1656","1656","1656"
"829000","15","15","15","1657","1657","1657"
"829500","15","15","15","1658","1658","1658"
"830000","15","15","15","1659","1659","1659"
"830500","15","15","15","1660","1660","1660"
"831000","15","15","15","1661","1661","1661"
"831500","15","15","15","1662","1662","1662"
"832000","15","15","15","1663","1663","1663"
"832500","15","15","15","1664","1664","1664"
"833000","15","15","15","1665","1665","1665"
"833500","15","15","15","1666","1666","1666"
"834000","15","15","15","1667","1667","1667"
"834500","15","15","15","1668","1668","1668"
"835000","15","15","15","1669","1669","1669"
"835500","15","15","15","1670","1670","1670"
"836000","15","15","15","1671","1671","1671"
"836500","15","15","15","1672","1672","1672"
"837000","15","15","15","1673","1673","1673"
"837500","15","15","15","1674","1674","1674"
"838000","15","15","15","1675","1675","1675"
"838500","15","15","15","1676","1676","1676"
"839000","15","15","15","1677","1677","1677"
"839500","15","15","15","1678","1678","1678"
"840000","15","15","15","1679","1679","1679"
"840500","15","15","15","1680","1680","1680"
"841000","15","15","15","1681","1681","1681"
"841500","15","15","15","1682","1682","1682"
"842000","15","15","15","1683","1683","1683"
"842500","15","15","15","1684","1684","1684"
"843000","15","15","15","1685","1685","1685"
"843500","15","15","15","1686","1686","1686"
"844000","15","15","15","1687","1687","1687"
"844500","15","15","15","1688","1688","1688"
"845000","15","15","15","1689","1689","1689"
"845500","15","15","15","1690","1690","1690"
"846000","15","15","15","1691","1691","1691"
"846500","15","15","15","1692","1692","1692"
"847000","15","15","15","1693","1693","1693"
"847500","15","15","15","1694","1694","1694"
"848000","15","15","15","1695","1695","1695"
"848500","15","15","15","1696","1696","1696"
"849000","15","15","15","1697","1697","1697"
"849500","15","15","15","1698","1698","1698"
"850000","15","15","15","1699","1699","1699"
"850500","15","15","15","1700","1700","1700"
"851000","15","15","15","1701","1701","1701"
"851500","15","15","15","1702","1702","1702"
"852000","15","15","15","1703","1703","1703"
"852500","15","15","15","1704","1704","1704"
"853000","15","15","15","1705","1705","1705"
"853500","15","15","15","1706","1706","1706"
"854000","15","15","15","1707","1707","1707"
"854500","15","15","15","1708","1708","1708"
"855000","15","15","15","1709","1709","1709"
"855500","15","15","15","1710","1710","1710"
"856000","15","15","15","1711","1711","1711"
"856500","15","15","15","1712","1712","1712"
"857000","15","15","15","1713","1713","1713"
"857500","15","15","15","1714","1714","1714"
"858000","15","15","15","1715","1715","1715"
"858500","15","15","15","1716","1716","1716"
"859000","15","15","15","1717","1717","1717"
"859500","15","15","15","1718","1718","1718"
"860000","15","15","15","1719","1719","1719"
"860500","15","15","15","1720","1720","1720"
"861000","15","15","15","1721","1721","1721"
"861500","15","15","15","1722","1722","1722"
"862000","15","15","15","1723","1723","1723"
"862500","15","15","15","1724","1724","1724"
"863000","15","15","15","1725","1725","1725"
"863500","15","15","15","1726","1726","1726"
"864000","15","15","15","1727","1727","1727"
"864500","15","15","15","1728","1728","1728"
"865000","15","15","15","1729","1729","1729"
"865500","15","15","15","1730","1730","1730"
"866000","15","15","15","1731","1731","1731"
"866500","15","15","15","1732","1732","1732"
"867000","15","15","15","1733","1733","1733"
"867500","15","15","15","1734","1734","1734"
"868000","15","15","15","1735","1735","1735"
"868500","15","15","15","1736","1736","1736"
"869000","15","15","15","1737","1737","1737"
"869500","15","15","15","1738","1738","1738"
"870000","15","15","15","1739","1739","1739"
"870500","15","15","15","1740","1740","1740"
"871000","15","15","15","1741","1741","1741"
"871500","15","15","15","1742","1742","1742"
"872000","15","15","15","1743","1743","1743"
"872500","15","15","15","1744","1744","1744"
"873000","15","15","15","1745","1745","1745"
"873500","15","15","15","1746","1746","1746"
"874000","15","15","15","1747","1747","1747"
"874500","15","15","15","1748","1748","1748"
"875000","15","15","15","1749","1749","1749"
"875500","15","15","15","1750","1750","1750"
"876000","15","15","15","1751","1751","1751"
"876500","15","15","15","1752","1752","1752"
"877000","15","15","15","1753","1753","1753"
"877500","15","15","15","1754","1754","1754"
"878000","15","15","15","1755","1755","1755"
"878500","15","15","15","1756","1756","1756"
"879000","15","15","15","1757","1757","1757"
"879500","15","15","15","1758","1758","1758"
"880000","15","15","15","1759","1759","1759"
"880500","15","15","15","1760","1760","1760"
"881000","15","15","15","1761","1761","1761"
"881500","15","15","15","1762","1762","1762"
"882000","15","15","15","1763","1763","1763"
"882500","15","15","15","1764","1764","1764"
"883000","15","15","15","1765","1765","1765"
"883500","15","15","15","1766","1766","1766"
"884000","15","15","15","1767","1767","1767"
"884500","15","15","15","1768","1768","1768"
"885000","15","15","15","1769","1769","1769"
"885500","15","15","15","1770","1770","1770"
"886000","15","15","15","1771","1771","1771"
"886500","15","15","15","1772","1772","1772"
"887000","15","15","15","1773","1773","1773"
"887500","15","15","15","1774","1774","1774"
"888000","15","15","15","1775","1775","1775"
"888500","15","15","15","1776","1776","1776"
"889000","15","15","15","1777","1777","1777"
"889500","15","15","15","1778","1778","1778"
"890000","15","15","15","1779","1779","1779"
"890500","15","15","15","1780","1780","1780"
"891000","15","15","15","1781","1781","1781"
"891500","15","15","15","1782","1782","1782"
"892000","15","15","15","1783","1783","1783"
"892500","15","15","15","1784","1784","1784"
"893000","15","15","15","1785","1785","1785"
"893500","15","15","15","1786","1786","1786"
"894000","15","15","15","1787","1787","1787"
"894500","15","15","15","1788","1788","1788"
"895000","15","15","15","1789","1789","1789"
"895500","15","15","15","1790","1790","1790"
"896000","15","15","15","1791","1791","1791"
"896500","15","15","15","1792","1792","1792"
"897000","15","15","15","1793","1793","1793"
"897500","15","15","15","1794","1794","1794"
"898000","15","15","15","1795","1795","1795"
"898500","15","15","15","1796","1796","1796"
"899000","15","15","15","1797","1797","1797"
"899500","15","15","15","1798","1798","1798"
"900000","15","15","15","1799","1799","1799"
"900500","15","15","15","1800","1800","1800"
"901000","15","15","15","1801","1801","1801"
"901500","15","15","15","1802","1802","1802"
"902000","15","15","15","1803","1803","1803"
"902500","15","15","15","1804","1804","1804"
"903000","15","15","15","1805","1805","1805"
"903500","15","15","15","1806","1806","1806"
"904000","15","15","15","1807","1807","1807"
"904500","15","15","15","1808","1808","1808"
"905000","15","15","15","1809","1809","1809"
"905500","15","15","15","1810","1810","1810"
"906000","15","15","15","1811","1811","1811"
"906500","15","15","15","1812","1812","1812"
"907000","15","15","15","1813","1813","1813"
"907500","15","15","15","1814","1814","1814"
"908000","15","15","15","1815","1815","1815"
"908500","15","15","15","1816","1816","1816"
"909000","15","15","15","1817","1817","1817"
"909500","15","15","15","1818","1818","1818"
"910000","15","15","15","1819","1819","1819"
"910500","15","15","15","1820","1820","1820"
"911000","15","15","15","1821","1821","1821"
"911500","15","15","15","1822","1822","1822"
"912000","15","15","15","1823","1823","1823"
"912500","15","15","15","1824","1824","1824"
"913000","15","15","15","1825","1825","1825"
"913500","15","15","15","1826","1826","1826"
"914000","15","15","15","1827","1827","1827"
"914500","15","15","15","1828","1828","1828"
"915000","15","15","15","1829","1829","1829"
"915500","15","15","15","1830","1830","1830"
"916000","15","15","15","1831","1831","1831"
"916500","15","15","15","1832","1832","1832"
"917000","15","15","15","1833","1833","1833"
"917500","15","15","15","1834","1834","1834"
"918000","15","15","15","1835","1835","1835"
"918500","15","15","15","1836","1836","1836"
"919000","15","15","15","1837","1837","1837"
"919500","15","15","15","1838","1838","1838"
"920000","15","15","15","1839","1839","1839"
"920500","15","15","15","1840","1840","1840"
"921000","15","15","15","1841","1841","1841"
"921500","15","15","15","1842","1842","1842"
"922000","15","15","15","1843","1843","1843"
"922500","15","15","15","1844","1844","1844"
"923000","15","15","15","1845","1845","1845"
"923500","15","15","15","1846","1846","1846"
"924000","15","15","15","1847","1847","1847"
"924500","15","15","15","1848","1848","1848"
"925000","15","15","15","1849","1849","1849"
"925500","15","15","15","1850","1850","1850"
"926000","15","15","15","1851","1851","1851"
"926500","15","15","15","1852","1852","1852"
"927000","15","15","15","1853","1853","1853"
"927500","15","15","15","1854","1854","1854"
"928000","15","15","15","1855","1855","1855"
"928500","15","15","15","1856","1856","1856"
"929000","15","15","15","1857","1857","1857"
"929500","15","15","15","1858","1858","1858"
"930000","15","15","15","1859","1859","1859"
"930500","15","15","15","1860","1860","1860"
"931000","15","15","15","1861","1861","1861"
"931500","15","15","15","1862","1862","1862"
"932000","15","15","15","1863","1863","1863"
"932500","15","15","15","1864","1864","1864"
"933000","15","15","15","1865","1865","1865"
"933500","15","15","15","1866","1866","1866"
"934000","15","15","15","1867","1867","1867"
"934500","15","15","15","1868","1868","1868"
"935000","15","15","15","1869","1869","1869"
"935500","15","15","15","1870","1870","1870"
"936000","15","15","15","1871","1871","1871"
"936500","15","15","15","1872","1872","1872"
"937000","15","15","15","1873","1873","1873"
"937500","15","15","15","1874","1874","1874"
"938000","15","15","15","1875","1875","1875"
"938500","15","15","15","1876","1876","1876"
"939000","15","15","15","1877","1877","1877"
"939500","15","15","15","1878","1878","1878"
"940000","15","15","15","1879","1879","1879"
"940500","15","15","15","1880","1880","1880"
"941000","15","15","15","1881","1881","1881"
"941500","15","15","15","1882","1882","1882"
"942000","15","15","15","1883","1883","1883"
"942500","15","15","15","1884","1884","1884"
"943000","15","15","15","1885","1885","1885"
"943500","15","15","15","1886","1886","1886"
"944000","15","15","15","1887","1887","1887"
"944500","15","15","15","1888","1888","1888"
"945000","15","15","15","1889","1889","1889"
"945500","15","15","15","1890","1890","1890"
"946000","15","15","15","1891","1891","1891"
"946500","15","15","15","1892","1892","1892"
"947000","15","15","15","1893","1893","1893"
"947500","15","15","15","1894","1894","1894"
"948000","15","15","15","1895","1895","1895"
"948500","15","15","15","1896","1896","1896"
"949000","15","15","15","1897","1897","1897"
"949500","15","15","15","1898","1898","1898"
"950000","15","15","15","1899","1899","1899"
"950500","15","15","15","1900","1900","1900"
"951000","15","15","15","1901","1901","1901"
"951500","15","15","15","1902","1902","1902"
"952000","15","15","15","1903","1903","1903"
"952500","15","15","15","1904","1904","1904"
"953000","15","15","15","1905","1905","1905"
"953500","15","15","15","1906","1906","1906"
"954000","15","15","15","1907","1907","1907"
"954500","15","15","15","1908","1908","1908"
"955000","15","15","15","1909","1909","1909"
"955500","15","15","15","1910","1910","1910"
"956000","15","15","15","1911","1911","1911"
"956500","15","15","15","1912","1912","1912"
"957000","15","15","15","1913","1913","1913"
"957500","15","15","15","1914","1914","1914"
"958000","15","15","15","1915","1915","1915"
"958500","15","15","15","1916","1916","1916"
"959000","15","15","15","1917","1917","1917"
"959500","15","15","15","1918","1918","1918"
"960000","15","15","15","1919","1919","1919"
"960500","15","15","15","1920","1920","1920"
"961000","15","15","15","1921","1921","1921"
"961500","15","15","15","1922","1922","1922"
"962000","15","15","15","1923","1923","1923"
"962500","15","15","15","1924","1924","1924"
"963000","15","15","15","1925","1925","1925"
"963500","15","15","15","1926","1926","1926"
"964000","15","15","15","1927","1927","1927"
"964500","15","15","15","1928","1928","1928"
"965000","15","15","15","1929","1929","1929"
"965500","15","15","15","1930","1930","1930"
"966000","15","15","15","1931","1931","1931"
"966500","15","15","15","1932","1932","1932"
"967000","15","15","15","1933","1933","1933"
"967500","15","15","15","1934","1934","1934"
"968000","15","15","15","1935","1935","1935"
"968500","15","15","15","1936","1936","1936"
"969000","15","15","15","1937","1937","1937"
"969500","15","15","15","1938","1938","1938"
"970000","15","15","15","1939","1939","1939"
"970500","15","15","15","1940","1940","1940"
"971000","15","15","15","1941","1941","1941"
"971500","15","15","15","1942","1942","1942"
"972000","15","15","15","1943","1943","1943"
"972500","15","15","15","1944","1944","1944"
"973000","15","15","15","1945","1945","1945"
"973500","15","15","15","1946","1946","1946"
"974000","15","15","15","1947","1947","1947"
"974500","15","15","15","1948","1948","1948"
"975000","15","15","15","1949","1949","1949"
"975500","15","15","15","1950","1950","1950"
"976000","15","15","15","1951","1951","1951"
"976500","15","15","15","1952","1952","1952"
"977000","15","15","15","1953","1953","1953"
"977500","15","15","15","1954","1954","1954"
"978000","15","15","15","1955","1955","1955"
"978500","15","15","15","1956","1956","1956"
"979000","15","15","15","1957","1957","1957"
"979500","15","15","15","1958","1958","1958"
"980000","15","15","15","1959","1959","1959"
"980500","15","15","15","1960","1960","1960"
"981000","15","15","15","1961","1961","1961"
"981500","15","15","15","1962","1962","1962"
"982000","15","15","15","1963","1963","1963"
"982500","15","15","15","1964","1964","1964"
"983000","15","15","15","1965","1965","1965"
"983500","15","15","15","1966","1966","1966"
"984000","15","15","15","1967","1967","1967"
"984500","15","15","15","1968","1968","1968"
"985000","15","15","15","1969","1969","1969"
"985500","15","15","15","1970","1970","1970"
"986000","15","15","15","1971","1971","1971"
"986500","15","15","15","1972","1972","1972"
"987000","15","15","15","1973","1973","1973"
"987500","15","15","15","1974","1974","1974"
"988000","15","15","15","1975","1975","1975"
"988500","15","15","15","1976","1976","1976"
"989000","15","15","15","1977","1977","1977"
"989500","15","15","15","1978","1978","1978"
"990000","15","15","15","1979","1979","1979"
"990500","15","15","15","1980","1980","1980"
"991000","15","15","15","1981","1981","1981"
"991500","15","15","15","1982","1982","1982"
"992000","15","15","15","1983","1983","1983"
"992500","15","15","15","1984","1984","1984"
"993000","15","15","15","1985","1985","1985"
"993500","15","15","15","1986","1986","1986"
"994000","15","15","15","1987","1987","1987"
"994500","15","15","15","1988","1988","1988"
"995000","15","15","15","1989","1989","1989"
"995500","15","15","15","1990","1990","1990"
"996000","15","15","15","1991","1991","1991"
"996500","15","15","15","1992","1992","1992"
"997000","15","15","15","1993","1993","1993"
"997500","15","15","15","1994","1994","1994"
"998000","15","15","15","1995","1995","1995"
"998500","15","15","15","1996","1996","1996"
"999000","15","15","15","1997","1997","1997"
"999500","15","15","15","1998","1998","1998"
"1000000","15","15","15","1999","1999","1999"
"1000500","15","15","15","2000","2000","2000"
"1001000","15","15","15","2001","2001","2001"
"1001500","15","15","15","2002","2002","2002"
"1002000","15","15","15","2003","2003","2003"
"1002500","15","15","15","2004","2004","2004"
"1003000","15","15","15","2005","2005","2005"
"1003500","15","15","15","2006","2006","2006"
"1004000","15","15","15","2007","2007","2007"
"1004500","15","15","15","2008","2008","2008"
"1005000","15","15","15","2009","2009","2009"
"1005500","15","15","15","2010","2010","2010"
"1006000","15","15","15","2011","2011","2011"
"1006500","15","15","15","2012","2012","2012"
"1007000","15","15","15","2013","2013","2013"
"1007500","15","15","15","2014","2014","2014"
"1008000","15","15","15","2015","2015","2015"
"1008500","15","15","15","2016","2016","2016"
"1009000","15","15","15","2017","2017","2017"
"1009500","15","15","15","2018","2018","2018"
"1010000","15","15","15","2019","2019","2019"
"1010500","15","15","15","2020","2020","2020"
"1011000","15","15","15","2021","2021","2021"
"1011500","15","15","15","2022","2022","2022"
"1012000","15","15","15","2023","2023","2023"
"1012500","15","15","15","2024","2024","2024"
"1013000","15","15","15","2025","2025","2025"
"1013500","15","15","15","2026","2026","2026"
"1014000","15","15","15","2027","2027","2027"
"1014500","15","15","15","2028","2028","2028"
"1015000","15","15","15","2029","2029","2029"
"1015500","15","15","15","2030","2030","2030"
"1016000","15","15","15","2031","2031","2031"
"1016500","15","15","15","2032","2032","2032"
"1017000","15","15","15","2033","2033","2033"
"1017500","15","15","15","2034","2034","2034"
"1018000","15","15","15","2035","2035","2035"
"1018500","15","15","15","2036","2036","2036"
"1019000","15","15","15","2037","2037","2037"
"1019500","15","15","15","2038","2038","2038"
"1020000","15","15","15","2039","2039","2039"
"1020500","15","15","15","2040","2040","2040"
"1021000","15","15","15","2041","2041","2041"
"1021500","15","15","15","2042","2042","2042"
"1022000","15","15","15","2043","2043","2043"
"1022500","15","15","15","2044","2044","2044"
"1023000","15","15","15","2045","2045","2045"
"1023500","15","15","15","2046","2046","2046"
"1024000","15","15","15","2047","2047","2047"
"1024500","15","15","15","2048","2048","2048"
"1025000","15","15","15","2049","2049","2049"
"1025500","15","15","15","2050","2050","2050"
"1026000","15","15","15","2051","2051","2051"
"1026500","15","15","15","2052","2052","2052"
"1027000","15","15","15","2053","2053","2053"
"1027500","15","15","15","2054","2054","2054"
"1028000","15","15","15","2055","2055","2055"
"1028500","15","15","15","2056","2056","2056"
"1029000","15","15","15","2057","2057","2057"
"1029500","15","15","15","2058","2058","2058"
"1030000","15","15","15","2059","2059","2059"
"1030500","15","15","15","2060","2060","2060"
"1031000","15","15","15","2061","2061","2061"
"1031500","15","15","15","2062","2062","2062"
"1032000","15","15","15","2063","2063","2063"
"1032500","15","15","15","2064","2064","2064"
"1033000","15","15","15","2065","2065","2065"
"1033500","15","15","15","2066","2066","2066"
"1034000","15","15","15","2067","2067","2067"
"1034500","15","15","15","2068","2068","2068"
"1035000","15","15","15","2069","2069","2069"
"1035500","15","15","15","2070","2070","2070"
"1036000","15","15","15","2071","2071","2071"
"1036500","15","15","15","2072","2072","2072"
"1037000","15","15","15","2073","2073","2073"
"1037500","15","15","15","2074","2074","2074"
"1038000","15","15","15","2075","2075","2075"
"1038500","15","15","15","2076","2076","2076"
"1039000","15","15","15","2077","2077","2077"
"1039500","15","15","15","2078","2078","2078"
"1040000","15","15","15","2079","2079","2079"
"1040500","15","15","15","2080","2080","2080"
"1041000","15","15","15","2081","2081","2081"
"1041500","15","15","15","2082","2082","2082"
"1042000","15","15","15","2083","2083","2083"
"1042500","15","15","15","2084","2084","2084"
"1043000","15","15","15","2085","2085","2085"
"1043500","15","15","15","2086","2086","2086"
"1044000","15","15","15","2087","2087","2087"
"1044500","15","15","15","2088","2088","2088"
"1045000","15","15","15","2089","2089","2089"
"1045500","15","15","15","2090","2090","2090"
"1046000","15","15","15","2091","2091","2091"
"1046500","15","15","15","2092","2092","2092"
"1047000","15","15","15","2093","2093","2093"
"1047500","15","15","15","2094","2094","2094"
"1048000","15","15","15","2095","2095","2095"
"1048500","15","15","15","2096","2096","2096"
"1049000","15","15","15","2097","2097","2097"
"1049500","15","15","15","2098","2098","2098"
"1050000","15","15","15","2099","2099","2099"
"1050500","15","15","15","2100","2100","2100"
"1051000","15","15","15","2101","2101","2101"
"1051500","15","15","15","2102","2102","2102"
"1052000","15","15","15","2103","2103","2103"
"1052500","15","15","15","2104","2104","2104"
"1053000","15","15","15","2105","2105","2105"
"1053500","15","15","15","2106","2106","2106"
"1054000","15","15","15","2107","2107","2107"
"1054500","15","15","15","2108","2108","2108"
"1055000","15","15","15","2109","2109","2109"
"1055500","15","15","15","2110","2110","2110"
"1056000","15","15","15","2111","2111","2111"
"1056500","15","15","15","2112","2112","2112"
"1057000","15","15","15","2113","2113","2113"
"1057500","15","15","15","2114","2114","2114"
"1058000","15","15","15","2115","2115","2115"
"1058500","15","15","15","2116","2116","2116"
"1059000","15","15","15","2117","2117","2117"
"1059500","15","15","15","2118","2118","2118"
"1060000","15","15","15","2119","2119","2119"
"1060500","15","15","15","2120","2120","2120"
"1061000","15","15","15","2121","2121","2121"
"1061500","15","15","15","2122","2122","2122"
"1062000","15","15","15","2123","2123","2123"
"1062500","15","15","15","2124","2124","2124"
"1063000","15","15","15","2125","2125","2125"
"1063500","15","15","15","2126","2126","2126"
"1064000","15","15","15","2127","2127","2127"
"1064500","15","15","15","2128","2128","2128"
"1065000","15","15","15","2129","2129","2129"
"1065500","15","15","15","2130","2130","2130"
"1066000","15","15","15","2131","2131","2131"
"1066500","15","15","15","2132","2132","2132"
"1067000","15","15","15","2133","2133","2133"
"1067500","15","15","15","2134","2134","2134"
"1068000","15","15","15","2135","2135","2135"
"1068500","15","15","15","2136","2136","2136"
"1069000","15","15","15","2137","2137","2137"
"1069500","15","15","15","2138","2138","2138"
"1070000","15","15","15","2139","2139","2139"
"1070500","15","15","15","2140","2140","2140"
"1071000","15","15","15","2141","2141","2141"
"1071500","15","15","15","2142","2142","2142"
"1072000","15","15","15","2143","2143","2143"
"1072500","15","15","15","2144","2144","2144"
"1073000","15","15","15","2145","2145","2145"
"1073500","15","15","15","2146","2146","2146"
"1074000","15","15","15","2147","2147","2147"
"1074500","15","15","15","2148","2148","2148"
"1075000","15","15","15","2149","2149","2149"
"1075500","15","15","15","2150","2150","2150"
"1076000","15","15","15","2151","2151","2151"
"1076500","15","15","15","2152","2152","2152"
"1077000","15","15","15","2153","2153","2153"
"1077500","15","15","15","2154","2154","2154"
"1078000","15","15","15","2155","2155","2155"
"1078500","15","15","15","2156","2156","2156"
"1079000","15","15","15","2157","2157","2157"
"1079500","15","15","15","2158","2158","2158"
"1080000","15","15","15","2159","2159","2159"
"1080500","15","15","15","2160","2160","2160"
"1081000","15","15","15","2161","2161","2161"
"1081500","15","15","15","2162","2162","2162"
"1082000","15","15","15","2163","2163","2163"
"1082500","15","15","15","2164","2164","2164"
"1083000","15","15","15","2165","2165","2165"
"1083500","15","15","15","2166","2166","2166"
"1084000","15","15","15","2167","2167","2167"
"1084500","15","15","15","2168","2168","2168"
"1085000","15","15","15","2169","2169","2169"
"1085500","15","15","15","2170","2170","2170"
"1086000","15","15","15","2171","2171","2171"
"1086500","15","15","15","2172","2172","2172"
"1087000","15","15","15","2173","2173","2173"
"1087500","15","15","15","2174","2174","2174"
"1088000","15","15","15","2175","2175","2175"
"1088500","15","15","15","2176","2176","2176"
"1089000","15","15","15","2177","2177","2177"
"1089500","15","15","15","2178","2178","2178"
"1090000","15","15","15","2179","2179","2179"
"1090500","15","15","15","2180","2180","2180"
"1091000","15","15","15","2181","2181","2181"
"1091500","15","15","15","2182","2182","2182"
"1092000","15","15","15","2183","2183","2183"
"1092500","15","15","15","2184","2184","2184"
"1093000","15","15","15","2185","2185","2185"
"1093500","15","15","15","2186","2186","2186"
"1094000","15","15","15","2187","2187","2187"
"1094500","15","15","15","2188","2188","2188"
"1095000","15","15","15","2189","2189","2189"
"1095500","15","15","15","2190","2190","2190"
"1096000","15","15","15","2191","2191","2191"
"1096500","15","15","15","2192","2192","2192"
"1097000","15","15","15","2193","2193","2193"
"1097500","15","15","15","2194","2194","2194"
"1098000","15","15","15","2195","2195","2195"
"1098500","15","15","15","2196","2196","2196"
"1099000","15","15","15","2197","2197","2197"
"1099500","15","15","15","2198","2198","2198"
