"global_step","251221_A2C - train/final_neg_count","251221_A2C - train/final_neg_count__MIN","251221_A2C - train/final_neg_count__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"1430500","15","15","15","2860","2860","2860"
"1431000","15","15","15","2861","2861","2861"
"1431500","15","15","15","2862","2862","2862"
"1432000","15","15","15","2863","2863","2863"
"1432500","15","15","15","2864","2864","2864"
"1433000","15","15","15","2865","2865","2865"
"1433500","15","15","15","2866","2866","2866"
"1434000","15","15","15","2867","2867","2867"
"1434500","15","15","15","2868","2868","2868"
"1435000","15","15","15","2869","2869","2869"
"1435500","15","15","15","2870","2870","2870"
"1436000","15","15","15","2871","2871","2871"
"1436500","15","15","15","2872","2872","2872"
"1437000","15","15","15","2873","2873","2873"
"1437500","15","15","15","2874","2874","2874"
"1438000","15","15","15","2875","2875","2875"
"1438500","15","15","15","2876","2876","2876"
"1439000","15","15","15","2877","2877","2877"
"1439500","15","15","15","2878","2878","2878"
"1440000","15","15","15","2879","2879","2879"
"1440500","15","15","15","2880","2880","2880"
"1441000","15","15","15","2881","2881","2881"
"1441500","15","15","15","2882","2882","2882"
"1442000","15","15","15","2883","2883","2883"
"1442500","15","15","15","2884","2884","2884"
"1443000","15","15","15","2885","2885","2885"
"1443500","15","15","15","2886","2886","2886"
"1444000","15","15","15","2887","2887","2887"
"1444500","15","15","15","2888","2888","2888"
"1445000","15","15","15","2889","2889","2889"
"1445500","15","15","15","2890","2890","2890"
"1446000","15","15","15","2891","2891","2891"
"1446500","15","15","15","2892","2892","2892"
"1447000","15","15","15","2893","2893","2893"
"1447500","15","15","15","2894","2894","2894"
"1448000","15","15","15","2895","2895","2895"
"1448500","15","15","15","2896","2896","2896"
"1449000","15","15","15","2897","2897","2897"
"1449500","15","15","15","2898","2898","2898"
"1450000","15","15","15","2899","2899","2899"
"1450500","15","15","15","2900","2900","2900"
"1451000","15","15","15","2901","2901","2901"
"1451500","15","15","15","2902","2902","2902"
"1452000","15","15","15","2903","2903","2903"
"1452500","15","15","15","2904","2904","2904"
"1453000","15","15","15","2905","2905","2905"
"1453500","15","15","15","2906","2906","2906"
"1454000","15","15","15","2907","2907","2907"
"1454500","15","15","15","2908","2908","2908"
"1455000","15","15","15","2909","2909","2909"
"1455500","15","15","15","2910","2910","2910"
"1456000","15","15","15","2911","2911","2911"
"1456500","15","15","15","2912","2912","2912"
"1457000","15","15","15","2913","2913","2913"
"1457500","15","15","15","2914","2914","2914"
"1458000","15","15","15","2915","2915","2915"
"1458500","15","15","15","2916","2916","2916"
"1459000","15","15","15","2917","2917","2917"
"1459500","15","15","15","2918","2918","2918"
"1460000","15","15","15","2919","2919","2919"
"1460500","15","15","15","2920","2920","2920"
"1461000","15","15","15","2921","2921","2921"
"1461500","15","15","15","2922","2922","2922"
"1462000","15","15","15","2923","2923","2923"
"1462500","15","15","15","2924","2924","2924"
"1463000","15","15","15","2925","2925","2925"
"1463500","15","15","15","2926","2926","2926"
"1464000","15","15","15","2927","2927","2927"
"1464500","15","15","15","2928","2928","2928"
"1465000","15","15","15","2929","2929","2929"
"1465500","15","15","15","2930","2930","2930"
"1466000","15","15","15","2931","2931","2931"
"1466500","15","15","15","2932","2932","2932"
"1467000","15","15","15","2933","2933","2933"
"1467500","15","15","15","2934","2934","2934"
"1468000","15","15","15","2935","2935","2935"
"1468500","15","15","15","2936","2936","2936"
"1469000","15","15","15","2937","2937","2937"
"1469500","15","15","15","2938","2938","2938"
"1470000","15","15","15","2939","2939","2939"
"1470500","15","15","15","2940","2940","2940"
"1471000","15","15","15","2941","2941","2941"
"1471500","15","15","15","2942","2942","2942"
"1472000","15","15","15","2943","2943","2943"
"1472500","15","15","15","2944","2944","2944"
"1473000","15","15","15","2945","2945","2945"
"1473500","15","15","15","2946","2946","2946"
"1474000","15","15","15","2947","2947","2947"
"1474500","15","15","15","2948","2948","2948"
"1475000","15","15","15","2949","2949","2949"
"1475500","15","15","15","2950","2950","2950"
"1476000","15","15","15","2951","2951","2951"
"1476500","15","15","15","2952","2952","2952"
"1477000","15","15","15","2953","2953","2953"
"1477500","15","15","15","2954","2954","2954"
"1478000","15","15","15","2955","2955","2955"
"1478500","15","15","15","2956","2956","2956"
"1479000","15","15","15","2957","2957","2957"
"1479500","15","15","15","2958","2958","2958"
"1480000","15","15","15","2959","2959","2959"
"1480500","15","15","15","2960","2960","2960"
"1481000","15","15","15","2961","2961","2961"
"1481500","15","15","15","2962","2962","2962"
"1482000","15","15","15","2963","2963","2963"
"1482500","15","15","15","2964","2964","2964"
"1483000","15","15","15","2965","2965","2965"
"1483500","15","15","15","2966","2966","2966"
"1484000","15","15","15","2967","2967","2967"
"1484500","15","15","15","2968","2968","2968"
"1485000","15","15","15","2969","2969","2969"
"1485500","15","15","15","2970","2970","2970"
"1486000","15","15","15","2971","2971","2971"
"1486500","15","15","15","2972","2972","2972"
"1487000","15","15","15","2973","2973","2973"
"1487500","15","15","15","2974","2974","2974"
"1488000","15","15","15","2975","2975","2975"
"1488500","15","15","15","2976","2976","2976"
"1489000","15","15","15","2977","2977","2977"
"1489500","15","15","15","2978","2978","2978"
"1490000","15","15","15","2979","2979","2979"
"1490500","15","15","15","2980","2980","2980"
"1491000","15","15","15","2981","2981","2981"
"1491500","15","15","15","2982","2982","2982"
"1492000","15","15","15","2983","2983","2983"
"1492500","15","15","15","2984","2984","2984"
"1493000","15","15","15","2985","2985","2985"
"1493500","15","15","15","2986","2986","2986"
"1494000","15","15","15","2987","2987","2987"
"1494500","15","15","15","2988","2988","2988"
"1495000","15","15","15","2989","2989","2989"
"1495500","15","15","15","2990","2990","2990"
"1496000","15","15","15","2991","2991","2991"
"1496500","15","15","15","2992","2992","2992"
"1497000","15","15","15","2993","2993","2993"
"1497500","15","15","15","2994","2994","2994"
"1498000","15","15","15","2995","2995","2995"
"1498500","15","15","15","2996","2996","2996"
"1499000","15","15","15","2997","2997","2997"
"1499500","15","15","15","2999","2999","2999"
"1500000","15","15","15","3000","3000","3000"
