"global_step","251221_A2C - train/final_pos_count","251221_A2C - train/final_pos_count__MIN","251221_A2C - train/final_pos_count__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"757500","5","5","5","1514","1514","1514"
"758000","5","5","5","1515","1515","1515"
"758500","5","5","5","1516","1516","1516"
"759000","5","5","5","1517","1517","1517"
"759500","5","5","5","1518","1518","1518"
"760000","5","5","5","1519","1519","1519"
"760500","5","5","5","1520","1520","1520"
"761000","5","5","5","1521","1521","1521"
"761500","5","5","5","1522","1522","1522"
"762000","5","5","5","1523","1523","1523"
"762500","5","5","5","1524","1524","1524"
"763000","5","5","5","1525","1525","1525"
"763500","5","5","5","1526","1526","1526"
"764000","5","5","5","1527","1527","1527"
"764500","5","5","5","1528","1528","1528"
"765000","5","5","5","1529","1529","1529"
"765500","5","5","5","1530","1530","1530"
"766000","5","5","5","1531","1531","1531"
"766500","5","5","5","1532","1532","1532"
"767000","5","5","5","1533","1533","1533"
"767500","5","5","5","1534","1534","1534"
"768000","5","5","5","1535","1535","1535"
"768500","5","5","5","1536","1536","1536"
"769000","5","5","5","1537","1537","1537"
"769500","5","5","5","1538","1538","1538"
"770000","5","5","5","1539","1539","1539"
"770500","5","5","5","1540","1540","1540"
"771000","5","5","5","1541","1541","1541"
"771500","5","5","5","1542","1542","1542"
"772000","5","5","5","1543","1543","1543"
"772500","5","5","5","1544","1544","1544"
"773000","5","5","5","1545","1545","1545"
"773500","5","5","5","1546","1546","1546"
"774000","5","5","5","1547","1547","1547"
"774500","5","5","5","1548","1548","1548"
"775000","5","5","5","1549","1549","1549"
"775500","5","5","5","1550","1550","1550"
"776000","5","5","5","1551","1551","1551"
"776500","5","5","5","1552","1552","1552"
"777000","5","5","5","1553","1553","1553"
"777500","5","5","5","1554","1554","1554"
"778000","5","5","5","1555","1555","1555"
"778500","5","5","5","1556","1556","1556"
"779000","5","5","5","1557","1557","1557"
"779500","5","5","5","1558","1558","1558"
"780000","5","5","5","1559","1559","1559"
"780500","5","5","5","1560","1560","1560"
"781000","5","5","5","1561","1561","1561"
"781500","5","5","5","1562","1562","1562"
"782000","5","5","5","1563","1563","1563"
"782500","5","5","5","1564","1564","1564"
"783000","5","5","5","1565","1565","1565"
"783500","5","5","5","1566","1566","1566"
"784000","5","5","5","1567","1567","1567"
"784500","5","5","5","1568","1568","1568"
"785000","5","5","5","1569","1569","1569"
"785500","5","5","5","1570","1570","1570"
"786000","5","5","5","1571","1571","1571"
"786500","5","5","5","1572","1572","1572"
"787000","5","5","5","1573","1573","1573"
"787500","5","5","5","1574","1574","1574"
"788000","5","5","5","1575","1575","1575"
"788500","5","5","5","1576","1576","1576"
"789000","5","5","5","1577","1577","1577"
"789500","5","5","5","1578","1578","1578"
"790000","5","5","5","1579","1579","1579"
"790500","5","5","5","1580","1580","1580"
"791000","5","5","5","1581","1581","1581"
"791500","5","5","5","1582","1582","1582"
"792000","5","5","5","1583","1583","1583"
"792500","5","5","5","1584","1584","1584"
"793000","5","5","5","1585","1585","1585"
"793500","5","5","5","1586","1586","1586"
"794000","5","5","5","1587","1587","1587"
"794500","5","5","5","1588","1588","1588"
"795000","5","5","5","1589","1589","1589"
"795500","5","5","5","1590","1590","1590"
"796000","5","5","5","1591","1591","1591"
"796500","5","5","5","1592","1592","1592"
"797000","5","5","5","1593","1593","1593"
"797500","5","5","5","1594","1594","1594"
"798000","5","5","5","1595","1595","1595"
"798500","5","5","5","1596","1596","1596"
"799000","5","5","5","1597","1597","1597"
"799500","5","5","5","1598","1598","1598"
"800000","5","5","5","1599","1599","1599"
"800500","5","5","5","1600","1600","1600"
"801000","5","5","5","1601","1601","1601"
"801500","5","5","5","1602","1602","1602"
"802000","5","5","5","1603","1603","1603"
"802500","5","5","5","1604","1604","1604"
"803000","5","5","5","1605","1605","1605"
"803500","5","5","5","1606","1606","1606"
"804000","5","5","5","1607","1607","1607"
"804500","5","5","5","1608","1608","1608"
"805000","5","5","5","1609","1609","1609"
"805500","5","5","5","1610","1610","1610"
"806000","5","5","5","1611","1611","1611"
"806500","5","5","5","1612","1612","1612"
"807000","5","5","5","1613","1613","1613"
"807500","5","5","5","1614","1614","1614"
"808000","5","5","5","1615","1615","1615"
"808500","5","5","5","1616","1616","1616"
"809000","5","5","5","1617","1617","1617"
"809500","5","5","5","1618","1618","1618"
"810000","5","5","5","1619","1619","1619"
"810500","5","5","5","1620","1620","1620"
"811000","5","5","5","1621","1621","1621"
"811500","5","5","5","1622","1622","1622"
"812000","5","5","5","1623","1623","1623"
"812500","5","5","5","1624","1624","1624"
"813000","5","5","5","1625","1625","1625"
"813500","5","5","5","1626","1626","1626"
"814000","5","5","5","1627","1627","1627"
"814500","5","5","5","1628","1628","1628"
"815000","5","5","5","1629","1629","1629"
"815500","5","5","5","1630","1630","1630"
"816000","5","5","5","1631","1631","1631"
"816500","5","5","5","1632","1632","1632"
"817000","5","5","5","1633","1633","1633"
"817500","5","5","5","1634","1634","1634"
"818000","5","5","5","1635","1635","1635"
"818500","5","5","5","1636","1636","1636"
"819000","5","5","5","1637","1637","1637"
"819500","5","5","5","1638","1638","1638"
"820000","5","5","5","1639","1639","1639"
"820500","5","5","5","1640","1640","1640"
"821000","5","5","5","1641","1641","1641"
"821500","5","5","5","1642","1642","1642"
"822000","5","5","5","1643","1643","1643"
"822500","5","5","5","1644","1644","1644"
"823000","5","5","5","1645","1645","1645"
"823500","5","5","5","1646","1646","1646"
"824000","5","5","5","1647","1647","1647"
"824500","5","5","5","1648","1648","1648"
"825000","5","5","5","1649","1649","1649"
"825500","5","5","5","1650","1650","1650"
"826000","5","5","5","1651","1651","1651"
"826500","5","5","5","1652","1652","1652"
"827000","5","5","5","1653","1653","1653"
"827500","5","5","5","1654","1654","1654"
"828000","5","5","5","1655","1655","1655"
"828500","5","5","5","1656","1656","1656"
"829000","5","5","5","1657","1657","1657"
"829500","5","5","5","1658","1658","1658"
"830000","5","5","5","1659","1659","1659"
"830500","5","5","5","1660","1660","1660"
"831000","5","5","5","1661","1661","1661"
"831500","5","5","5","1662","1662","1662"
"832000","5","5","5","1663","1663","1663"
"832500","5","5","5","1664","1664","1664"
"833000","5","5","5","1665","1665","1665"
"833500","5","5","5","1666","1666","1666"
"834000","5","5","5","1667","1667","1667"
"834500","5","5","5","1668","1668","1668"
"835000","5","5","5","1669","1669","1669"
"835500","5","5","5","1670","1670","1670"
"836000","5","5","5","1671","1671","1671"
"836500","5","5","5","1672","1672","1672"
"837000","5","5","5","1673","1673","1673"
"837500","5","5","5","1674","1674","1674"
"838000","5","5","5","1675","1675","1675"
"838500","5","5","5","1676","1676","1676"
"839000","5","5","5","1677","1677","1677"
"839500","5","5","5","1678","1678","1678"
"840000","5","5","5","1679","1679","1679"
"840500","5","5","5","1680","1680","1680"
"841000","5","5","5","1681","1681","1681"
"841500","5","5","5","1682","1682","1682"
"842000","5","5","5","1683","1683","1683"
"842500","5","5","5","1684","1684","1684"
"843000","5","5","5","1685","1685","1685"
"843500","5","5","5","1686","1686","1686"
"844000","5","5","5","1687","1687","1687"
"844500","5","5","5","1688","1688","1688"
"845000","5","5","5","1689","1689","1689"
"845500","5","5","5","1690","1690","1690"
"846000","5","5","5","1691","1691","1691"
"846500","5","5","5","1692","1692","1692"
"847000","5","5","5","1693","1693","1693"
"847500","5","5","5","1694","1694","1694"
"848000","5","5","5","1695","1695","1695"
"848500","5","5","5","1696","1696","1696"
"849000","5","5","5","1697","1697","1697"
"849500","5","5","5","1698","1698","1698"
"850000","5","5","5","1699","1699","1699"
"850500","5","5","5","1700","1700","1700"
"851000","5","5","5","1701","1701","1701"
"851500","5","5","5","1702","1702","1702"
"852000","5","5","5","1703","1703","1703"
"852500","5","5","5","1704","1704","1704"
"853000","5","5","5","1705","1705","1705"
"853500","5","5","5","1706","1706","1706"
"854000","5","5","5","1707","1707","1707"
"854500","5","5","5","1708","1708","1708"
"855000","5","5","5","1709","1709","1709"
"855500","5","5","5","1710","1710","1710"
"856000","5","5","5","1711","1711","1711"
"856500","5","5","5","1712","1712","1712"
"857000","5","5","5","1713","1713","1713"
"857500","5","5","5","1714","1714","1714"
"858000","5","5","5","1715","1715","1715"
"858500","5","5","5","1716","1716","1716"
"859000","5","5","5","1717","1717","1717"
"859500","5","5","5","1718","1718","1718"
"860000","5","5","5","1719","1719","1719"
"860500","5","5","5","1720","1720","1720"
"861000","5","5","5","1721","1721","1721"
"861500","5","5","5","1722","1722","1722"
"862000","5","5","5","1723","1723","1723"
"862500","5","5","5","1724","1724","1724"
"863000","5","5","5","1725","1725","1725"
"863500","5","5","5","1726","1726","1726"
"864000","5","5","5","1727","1727","1727"
"864500","5","5","5","1728","1728","1728"
"865000","5","5","5","1729","1729","1729"
"865500","5","5","5","1730","1730","1730"
"866000","5","5","5","1731","1731","1731"
"866500","5","5","5","1732","1732","1732"
"867000","5","5","5","1733","1733","1733"
"867500","5","5","5","1734","1734","1734"
"868000","5","5","5","1735","1735","1735"
"868500","5","5","5","1736","1736","1736"
"869000","5","5","5","1737","1737","1737"
"869500","5","5","5","1738","1738","1738"
"870000","5","5","5","1739","1739","1739"
"870500","5","5","5","1740","1740","1740"
"871000","5","5","5","1741","1741","1741"
"871500","5","5","5","1742","1742","1742"
"872000","5","5","5","1743","1743","1743"
"872500","5","5","5","1744","1744","1744"
"873000","5","5","5","1745","1745","1745"
"873500","5","5","5","1746","1746","1746"
"874000","5","5","5","1747","1747","1747"
"874500","5","5","5","1748","1748","1748"
"875000","5","5","5","1749","1749","1749"
"875500","5","5","5","1750","1750","1750"
"876000","5","5","5","1751","1751","1751"
"876500","5","5","5","1752","1752","1752"
"877000","5","5","5","1753","1753","1753"
"877500","5","5","5","1754","1754","1754"
"878000","5","5","5","1755","1755","1755"
"878500","5","5","5","1756","1756","1756"
"879000","5","5","5","1757","1757","1757"
"879500","5","5","5","1758","1758","1758"
"880000","5","5","5","1759","1759","1759"
"880500","5","5","5","1760","1760","1760"
"881000","5","5","5","1761","1761","1761"
"881500","5","5","5","1762","1762","1762"
"882000","5","5","5","1763","1763","1763"
"882500","5","5","5","1764","1764","1764"
"883000","5","5","5","1765","1765","1765"
"883500","5","5","5","1766","1766","1766"
"884000","5","5","5","1767","1767","1767"
"884500","5","5","5","1768","1768","1768"
"885000","5","5","5","1769","1769","1769"
"885500","5","5","5","1770","1770","1770"
"886000","5","5","5","1771","1771","1771"
"886500","5","5","5","1772","1772","1772"
"887000","5","5","5","1773","1773","1773"
"887500","5","5","5","1774","1774","1774"
"888000","5","5","5","1775","1775","1775"
"888500","5","5","5","1776","1776","1776"
"889000","5","5","5","1777","1777","1777"
"889500","5","5","5","1778","1778","1778"
"890000","5","5","5","1779","1779","1779"
"890500","5","5","5","1780","1780","1780"
"891000","5","5","5","1781","1781","1781"
"891500","5","5","5","1782","1782","1782"
"892000","5","5","5","1783","1783","1783"
"892500","5","5","5","1784","1784","1784"
"893000","5","5","5","1785","1785","1785"
"893500","5","5","5","1786","1786","1786"
"894000","5","5","5","1787","1787","1787"
"894500","5","5","5","1788","1788","1788"
"895000","5","5","5","1789","1789","1789"
"895500","5","5","5","1790","1790","1790"
"896000","5","5","5","1791","1791","1791"
"896500","5","5","5","1792","1792","1792"
"897000","5","5","5","1793","1793","1793"
"897500","5","5","5","1794","1794","1794"
"898000","5","5","5","1795","1795","1795"
"898500","5","5","5","1796","1796","1796"
"899000","5","5","5","1797","1797","1797"
"899500","5","5","5","1798","1798","1798"
"900000","5","5","5","1799","1799","1799"
"900500","5","5","5","1800","1800","1800"
"901000","5","5","5","1801","1801","1801"
"901500","5","5","5","1802","1802","1802"
"902000","5","5","5","1803","1803","1803"
"902500","5","5","5","1804","1804","1804"
"903000","5","5","5","1805","1805","1805"
"903500","5","5","5","1806","1806","1806"
"904000","5","5","5","1807","1807","1807"
"904500","5","5","5","1808","1808","1808"
"905000","5","5","5","1809","1809","1809"
"905500","5","5","5","1810","1810","1810"
"906000","5","5","5","1811","1811","1811"
"906500","5","5","5","1812","1812","1812"
"907000","5","5","5","1813","1813","1813"
"907500","5","5","5","1814","1814","1814"
"908000","5","5","5","1815","1815","1815"
"908500","5","5","5","1816","1816","1816"
"909000","5","5","5","1817","1817","1817"
"909500","5","5","5","1818","1818","1818"
"910000","5","5","5","1819","1819","1819"
"910500","5","5","5","1820","1820","1820"
"911000","5","5","5","1821","1821","1821"
"911500","5","5","5","1822","1822","1822"
"912000","5","5","5","1823","1823","1823"
"912500","5","5","5","1824","1824","1824"
"913000","5","5","5","1825","1825","1825"
"913500","5","5","5","1826","1826","1826"
"914000","5","5","5","1827","1827","1827"
"914500","5","5","5","1828","1828","1828"
"915000","5","5","5","1829","1829","1829"
"915500","5","5","5","1830","1830","1830"
"916000","5","5","5","1831","1831","1831"
"916500","5","5","5","1832","1832","1832"
"917000","5","5","5","1833","1833","1833"
"917500","5","5","5","1834","1834","1834"
"918000","5","5","5","1835","1835","1835"
"918500","5","5","5","1836","1836","1836"
"919000","5","5","5","1837","1837","1837"
"919500","5","5","5","1838","1838","1838"
"920000","5","5","5","1839","1839","1839"
"920500","5","5","5","1840","1840","1840"
"921000","5","5","5","1841","1841","1841"
"921500","5","5","5","1842","1842","1842"
"922000","5","5","5","1843","1843","1843"
"922500","5","5","5","1844","1844","1844"
"923000","5","5","5","1845","1845","1845"
"923500","5","5","5","1846","1846","1846"
"924000","5","5","5","1847","1847","1847"
"924500","5","5","5","1848","1848","1848"
"925000","5","5","5","1849","1849","1849"
"925500","5","5","5","1850","1850","1850"
"926000","5","5","5","1851","1851","1851"
"926500","5","5","5","1852","1852","1852"
"927000","5","5","5","1853","1853","1853"
"927500","5","5","5","1854","1854","1854"
"928000","5","5","5","1855","1855","1855"
"928500","5","5","5","1856","1856","1856"
"929000","5","5","5","1857","1857","1857"
"929500","5","5","5","1858","1858","1858"
"930000","5","5","5","1859","1859","1859"
"930500","5","5","5","1860","1860","1860"
"931000","5","5","5","1861","1861","1861"
"931500","5","5","5","1862","1862","1862"
"932000","5","5","5","1863","1863","1863"
"932500","5","5","5","1864","1864","1864"
"933000","5","5","5","1865","1865","1865"
"933500","5","5","5","1866","1866","1866"
"934000","5","5","5","1867","1867","1867"
"934500","5","5","5","1868","1868","1868"
"935000","5","5","5","1869","1869","1869"
"935500","5","5","5","1870","1870","1870"
"936000","5","5","5","1871","1871","1871"
"936500","5","5","5","1872","1872","1872"
"937000","5","5","5","1873","1873","1873"
"937500","5","5","5","1874","1874","1874"
"938000","5","5","5","1875","1875","1875"
"938500","5","5","5","1876","1876","1876"
"939000","5","5","5","1877","1877","1877"
"939500","5","5","5","1878","1878","1878"
"940000","5","5","5","1879","1879","1879"
"940500","5","5","5","1880","1880","1880"
"941000","5","5","5","1881","1881","1881"
"941500","5","5","5","1882","1882","1882"
"942000","5","5","5","1883","1883","1883"
"942500","5","5","5","1884","1884","1884"
"943000","5","5","5","1885","1885","1885"
"943500","5","5","5","1886","1886","1886"
"944000","5","5","5","1887","1887","1887"
"944500","5","5","5","1888","1888","1888"
"945000","5","5","5","1889","1889","1889"
"945500","5","5","5","1890","1890","1890"
"946000","5","5","5","1891","1891","1891"
"946500","5","5","5","1892","1892","1892"
"947000","5","5","5","1893","1893","1893"
"947500","5","5","5","1894","1894","1894"
"948000","5","5","5","1895","1895","1895"
"948500","5","5","5","1896","1896","1896"
"949000","5","5","5","1897","1897","1897"
"949500","5","5","5","1898","1898","1898"
"950000","5","5","5","1899","1899","1899"
"950500","5","5","5","1900","1900","1900"
"951000","5","5","5","1901","1901","1901"
"951500","5","5","5","1902","1902","1902"
"952000","5","5","5","1903","1903","1903"
"952500","5","5","5","1904","1904","1904"
"953000","5","5","5","1905","1905","1905"
"953500","5","5","5","1906","1906","1906"
"954000","5","5","5","1907","1907","1907"
"954500","5","5","5","1908","1908","1908"
"955000","5","5","5","1909","1909","1909"
"955500","5","5","5","1910","1910","1910"
"956000","5","5","5","1911","1911","1911"
"956500","5","5","5","1912","1912","1912"
"957000","5","5","5","1913","1913","1913"
"957500","5","5","5","1914","1914","1914"
"958000","5","5","5","1915","1915","1915"
"958500","5","5","5","1916","1916","1916"
"959000","5","5","5","1917","1917","1917"
"959500","5","5","5","1918","1918","1918"
"960000","5","5","5","1919","1919","1919"
"960500","5","5","5","1920","1920","1920"
"961000","5","5","5","1921","1921","1921"
"961500","5","5","5","1922","1922","1922"
"962000","5","5","5","1923","1923","1923"
"962500","5","5","5","1924","1924","1924"
"963000","5","5","5","1925","1925","1925"
"963500","5","5","5","1926","1926","1926"
"964000","5","5","5","1927","1927","1927"
"964500","5","5","5","1928","1928","1928"
"965000","5","5","5","1929","1929","1929"
"965500","5","5","5","1930","1930","1930"
"966000","5","5","5","1931","1931","1931"
"966500","5","5","5","1932","1932","1932"
"967000","5","5","5","1933","1933","1933"
"967500","5","5","5","1934","1934","1934"
"968000","5","5","5","1935","1935","1935"
"968500","5","5","5","1936","1936","1936"
"969000","5","5","5","1937","1937","1937"
"969500","5","5","5","1938","1938","1938"
"970000","5","5","5","1939","1939","1939"
"970500","5","5","5","1940","1940","1940"
"971000","5","5","5","1941","1941","1941"
"971500","5","5","5","1942","1942","1942"
"972000","5","5","5","1943","1943","1943"
"972500","5","5","5","1944","1944","1944"
"973000","5","5","5","1945","1945","1945"
"973500","5","5","5","1946","1946","1946"
"974000","5","5","5","1947","1947","1947"
"974500","5","5","5","1948","1948","1948"
"975000","5","5","5","1949","1949","1949"
"975500","5","5","5","1950","1950","1950"
"976000","5","5","5","1951","1951","1951"
"976500","5","5","5","1952","1952","1952"
"977000","5","5","5","1953","1953","1953"
"977500","5","5","5","1954","1954","1954"
"978000","5","5","5","1955","1955","1955"
"978500","5","5","5","1956","1956","1956"
"979000","5","5","5","1957","1957","1957"
"979500","5","5","5","1958","1958","1958"
"980000","5","5","5","1959","1959","1959"
"980500","5","5","5","1960","1960","1960"
"981000","5","5","5","1961","1961","1961"
"981500","5","5","5","1962","1962","1962"
"982000","5","5","5","1963","1963","1963"
"982500","5","5","5","1964","1964","1964"
"983000","5","5","5","1965","1965","1965"
"983500","5","5","5","1966","1966","1966"
"984000","5","5","5","1967","1967","1967"
"984500","5","5","5","1968","1968","1968"
"985000","5","5","5","1969","1969","1969"
"985500","5","5","5","1970","1970","1970"
"986000","5","5","5","1971","1971","1971"
"986500","5","5","5","1972","1972","1972"
"987000","5","5","5","1973","1973","1973"
"987500","5","5","5","1974","1974","1974"
"988000","5","5","5","1975","1975","1975"
"988500","5","5","5","1976","1976","1976"
"989000","5","5","5","1977","1977","1977"
"989500","5","5","5","1978","1978","1978"
"990000","5","5","5","1979","1979","1979"
"990500","5","5","5","1980","1980","1980"
"991000","5","5","5","1981","1981","1981"
"991500","5","5","5","1982","1982","1982"
"992000","5","5","5","1983","1983","1983"
"992500","5","5","5","1984","1984","1984"
"993000","5","5","5","1985","1985","1985"
"993500","5","5","5","1986","1986","1986"
"994000","5","5","5","1987","1987","1987"
"994500","5","5","5","1988","1988","1988"
"995000","5","5","5","1989","1989","1989"
"995500","5","5","5","1990","1990","1990"
"996000","5","5","5","1991","1991","1991"
"996500","5","5","5","1992","1992","1992"
"997000","5","5","5","1993","1993","1993"
"997500","5","5","5","1994","1994","1994"
"998000","5","5","5","1995","1995","1995"
"998500","5","5","5","1996","1996","1996"
"999000","5","5","5","1997","1997","1997"
"999500","5","5","5","1998","1998","1998"
"1000000","5","5","5","1999","1999","1999"
"1000500","5","5","5","2000","2000","2000"
"1001000","5","5","5","2001","2001","2001"
"1001500","5","5","5","2002","2002","2002"
"1002000","5","5","5","2003","2003","2003"
"1002500","5","5","5","2004","2004","2004"
"1003000","5","5","5","2005","2005","2005"
"1003500","5","5","5","2006","2006","2006"
"1004000","5","5","5","2007","2007","2007"
"1004500","5","5","5","2008","2008","2008"
"1005000","5","5","5","2009","2009","2009"
"1005500","5","5","5","2010","2010","2010"
"1006000","5","5","5","2011","2011","2011"
"1006500","5","5","5","2012","2012","2012"
"1007000","5","5","5","2013","2013","2013"
"1007500","5","5","5","2014","2014","2014"
"1008000","5","5","5","2015","2015","2015"
"1008500","5","5","5","2016","2016","2016"
"1009000","5","5","5","2017","2017","2017"
"1009500","5","5","5","2018","2018","2018"
"1010000","5","5","5","2019","2019","2019"
"1010500","5","5","5","2020","2020","2020"
"1011000","5","5","5","2021","2021","2021"
"1011500","5","5","5","2022","2022","2022"
"1012000","5","5","5","2023","2023","2023"
"1012500","5","5","5","2024","2024","2024"
"1013000","5","5","5","2025","2025","2025"
"1013500","5","5","5","2026","2026","2026"
"1014000","5","5","5","2027","2027","2027"
"1014500","5","5","5","2028","2028","2028"
"1015000","5","5","5","2029","2029","2029"
"1015500","5","5","5","2030","2030","2030"
"1016000","5","5","5","2031","2031","2031"
"1016500","5","5","5","2032","2032","2032"
"1017000","5","5","5","2033","2033","2033"
"1017500","5","5","5","2034","2034","2034"
"1018000","5","5","5","2035","2035","2035"
"1018500","5","5","5","2036","2036","2036"
"1019000","5","5","5","2037","2037","2037"
"1019500","5","5","5","2038","2038","2038"
"1020000","5","5","5","2039","2039","2039"
"1020500","5","5","5","2040","2040","2040"
"1021000","5","5","5","2041","2041","2041"
"1021500","5","5","5","2042","2042","2042"
"1022000","5","5","5","2043","2043","2043"
"1022500","5","5","5","2044","2044","2044"
"1023000","5","5","5","2045","2045","2045"
"1023500","5","5","5","2046","2046","2046"
"1024000","5","5","5","2047","2047","2047"
"1024500","5","5","5","2048","2048","2048"
"1025000","5","5","5","2049","2049","2049"
"1025500","5","5","5","2050","2050","2050"
"1026000","5","5","5","2051","2051","2051"
"1026500","5","5","5","2052","2052","2052"
"1027000","5","5","5","2053","2053","2053"
"1027500","5","5","5","2054","2054","2054"
"1028000","5","5","5","2055","2055","2055"
"1028500","5","5","5","2056","2056","2056"
"1029000","5","5","5","2057","2057","2057"
"1029500","5","5","5","2058","2058","2058"
"1030000","5","5","5","2059","2059","2059"
"1030500","5","5","5","2060","2060","2060"
"1031000","5","5","5","2061","2061","2061"
"1031500","5","5","5","2062","2062","2062"
"1032000","5","5","5","2063","2063","2063"
"1032500","5","5","5","2064","2064","2064"
"1033000","5","5","5","2065","2065","2065"
"1033500","5","5","5","2066","2066","2066"
"1034000","5","5","5","2067","2067","2067"
"1034500","5","5","5","2068","2068","2068"
"1035000","5","5","5","2069","2069","2069"
"1035500","5","5","5","2070","2070","2070"
"1036000","5","5","5","2071","2071","2071"
"1036500","5","5","5","2072","2072","2072"
"1037000","5","5","5","2073","2073","2073"
"1037500","5","5","5","2074","2074","2074"
"1038000","5","5","5","2075","2075","2075"
"1038500","5","5","5","2076","2076","2076"
"1039000","5","5","5","2077","2077","2077"
"1039500","5","5","5","2078","2078","2078"
"1040000","5","5","5","2079","2079","2079"
"1040500","5","5","5","2080","2080","2080"
"1041000","5","5","5","2081","2081","2081"
"1041500","5","5","5","2082","2082","2082"
"1042000","5","5","5","2083","2083","2083"
"1042500","5","5","5","2084","2084","2084"
"1043000","5","5","5","2085","2085","2085"
"1043500","5","5","5","2086","2086","2086"
"1044000","5","5","5","2087","2087","2087"
"1044500","5","5","5","2088","2088","2088"
"1045000","5","5","5","2089","2089","2089"
"1045500","5","5","5","2090","2090","2090"
"1046000","5","5","5","2091","2091","2091"
"1046500","5","5","5","2092","2092","2092"
"1047000","5","5","5","2093","2093","2093"
"1047500","5","5","5","2094","2094","2094"
"1048000","5","5","5","2095","2095","2095"
"1048500","5","5","5","2096","2096","2096"
"1049000","5","5","5","2097","2097","2097"
"1049500","5","5","5","2098","2098","2098"
"1050000","5","5","5","2099","2099","2099"
"1050500","5","5","5","2100","2100","2100"
"1051000","5","5","5","2101","2101","2101"
"1051500","5","5","5","2102","2102","2102"
"1052000","5","5","5","2103","2103","2103"
"1052500","5","5","5","2104","2104","2104"
"1053000","5","5","5","2105","2105","2105"
"1053500","5","5","5","2106","2106","2106"
"1054000","5","5","5","2107","2107","2107"
"1054500","5","5","5","2108","2108","2108"
"1055000","5","5","5","2109","2109","2109"
"1055500","5","5","5","2110","2110","2110"
"1056000","5","5","5","2111","2111","2111"
"1056500","5","5","5","2112","2112","2112"
"1057000","5","5","5","2113","2113","2113"
"1057500","5","5","5","2114","2114","2114"
"1058000","5","5","5","2115","2115","2115"
"1058500","5","5","5","2116","2116","2116"
"1059000","5","5","5","2117","2117","2117"
"1059500","5","5","5","2118","2118","2118"
"1060000","5","5","5","2119","2119","2119"
"1060500","5","5","5","2120","2120","2120"
"1061000","5","5","5","2121","2121","2121"
"1061500","5","5","5","2122","2122","2122"
"1062000","5","5","5","2123","2123","2123"
"1062500","5","5","5","2124","2124","2124"
"1063000","5","5","5","2125","2125","2125"
"1063500","5","5","5","2126","2126","2126"
"1064000","5","5","5","2127","2127","2127"
"1064500","5","5","5","2128","2128","2128"
"1065000","5","5","5","2129","2129","2129"
"1065500","5","5","5","2130","2130","2130"
"1066000","5","5","5","2131","2131","2131"
"1066500","5","5","5","2132","2132","2132"
"1067000","5","5","5","2133","2133","2133"
"1067500","5","5","5","2134","2134","2134"
"1068000","5","5","5","2135","2135","2135"
"1068500","5","5","5","2136","2136","2136"
"1069000","5","5","5","2137","2137","2137"
"1069500","5","5","5","2138","2138","2138"
"1070000","5","5","5","2139","2139","2139"
"1070500","5","5","5","2140","2140","2140"
"1071000","5","5","5","2141","2141","2141"
"1071500","5","5","5","2142","2142","2142"
"1072000","5","5","5","2143","2143","2143"
"1072500","5","5","5","2144","2144","2144"
"1073000","5","5","5","2145","2145","2145"
"1073500","5","5","5","2146","2146","2146"
"1074000","5","5","5","2147","2147","2147"
"1074500","5","5","5","2148","2148","2148"
"1075000","5","5","5","2149","2149","2149"
"1075500","5","5","5","2150","2150","2150"
"1076000","5","5","5","2151","2151","2151"
"1076500","5","5","5","2152","2152","2152"
"1077000","5","5","5","2153","2153","2153"
"1077500","5","5","5","2154","2154","2154"
"1078000","5","5","5","2155","2155","2155"
"1078500","5","5","5","2156","2156","2156"
"1079000","5","5","5","2157","2157","2157"
"1079500","5","5","5","2158","2158","2158"
"1080000","5","5","5","2159","2159","2159"
"1080500","5","5","5","2160","2160","2160"
"1081000","5","5","5","2161","2161","2161"
"1081500","5","5","5","2162","2162","2162"
"1082000","5","5","5","2163","2163","2163"
"1082500","5","5","5","2164","2164","2164"
"1083000","5","5","5","2165","2165","2165"
"1083500","5","5","5","2166","2166","2166"
"1084000","5","5","5","2167","2167","2167"
"1084500","5","5","5","2168","2168","2168"
"1085000","5","5","5","2169","2169","2169"
"1085500","5","5","5","2170","2170","2170"
"1086000","5","5","5","2171","2171","2171"
"1086500","5","5","5","2172","2172","2172"
"1087000","5","5","5","2173","2173","2173"
"1087500","5","5","5","2174","2174","2174"
"1088000","5","5","5","2175","2175","2175"
"1088500","5","5","5","2176","2176","2176"
"1089000","5","5","5","2177","2177","2177"
"1089500","5","5","5","2178","2178","2178"
"1090000","5","5","5","2179","2179","2179"
"1090500","5","5","5","2180","2180","2180"
"1091000","5","5","5","2181","2181","2181"
"1091500","5","5","5","2182","2182","2182"
"1092000","5","5","5","2183","2183","2183"
"1092500","5","5","5","2184","2184","2184"
"1093000","5","5","5","2185","2185","2185"
"1093500","5","5","5","2186","2186","2186"
"1094000","5","5","5","2187","2187","2187"
"1094500","5","5","5","2188","2188","2188"
"1095000","5","5","5","2189","2189","2189"
"1095500","5","5","5","2190","2190","2190"
"1096000","5","5","5","2191","2191","2191"
"1096500","5","5","5","2192","2192","2192"
"1097000","5","5","5","2193","2193","2193"
"1097500","5","5","5","2194","2194","2194"
"1098000","5","5","5","2195","2195","2195"
"1098500","5","5","5","2196","2196","2196"
"1099000","5","5","5","2197","2197","2197"
"1099500","5","5","5","2198","2198","2198"
