"global_step","251221_A2C - train/explained_variance","251221_A2C - train/explained_variance__MIN","251221_A2C - train/explained_variance__MAX","251221_A2C - _step","251221_A2C - _step__MIN","251221_A2C - _step__MAX"
"181500","0.044972896575927734","0.044972896575927734","0.044972896575927734","362","362","362"
"182000","0.01766657829284668","0.01766657829284668","0.01766657829284668","363","363","363"
"182500","0.019314885139465332","0.019314885139465332","0.019314885139465332","364","364","364"
"183000","0.0015673637390136719","0.0015673637390136719","0.0015673637390136719","365","365","365"
"183500","0.00193023681640625","0.00193023681640625","0.00193023681640625","366","366","366"
"184000","0.047345876693725586","0.047345876693725586","0.047345876693725586","367","367","367"
"184500","0.010921716690063477","0.010921716690063477","0.010921716690063477","368","368","368"
"185000","-0.11543214321136475","-0.11543214321136475","-0.11543214321136475","369","369","369"
"185500","-0.00347137451171875","-0.00347137451171875","-0.00347137451171875","370","370","370"
"186000","0.016021311283111572","0.016021311283111572","0.016021311283111572","371","371","371"
"186500","0.00015693902969360352","0.00015693902969360352","0.00015693902969360352","372","372","372"
"187000","-0.00012540817260742188","-0.00012540817260742188","-0.00012540817260742188","373","373","373"
"187500","-1.1920928955078125e-7","-1.1920928955078125e-7","-1.1920928955078125e-7","374","374","374"
"188000","0.00027745962142944336","0.00027745962142944336","0.00027745962142944336","375","375","375"
"188500","0.13216423988342285","0.13216423988342285","0.13216423988342285","376","376","376"
"189000","0.008117854595184326","0.008117854595184326","0.008117854595184326","377","377","377"
"189500","0.0030808448791503906","0.0030808448791503906","0.0030808448791503906","378","378","378"
"190000","-0.03469383716583252","-0.03469383716583252","-0.03469383716583252","379","379","379"
"190500","0.002171933650970459","0.002171933650970459","0.002171933650970459","380","380","380"
"191000","0.0028988122940063477","0.0028988122940063477","0.0028988122940063477","381","381","381"
"191500","-0.08626866340637207","-0.08626866340637207","-0.08626866340637207","382","382","382"
"192000","0.09204226732254028","0.09204226732254028","0.09204226732254028","383","383","383"
"192500","0","0","0","384","384","384"
"193000","0.08167743682861328","0.08167743682861328","0.08167743682861328","385","385","385"
"193500","-0.28190159797668457","-0.28190159797668457","-0.28190159797668457","386","386","386"
"194000","0","0","0","387","387","387"
"194500","-0.012511730194091797","-0.012511730194091797","-0.012511730194091797","388","388","388"
"195000","0.026250004768371582","0.026250004768371582","0.026250004768371582","389","389","389"
"195500","0.5519026517868042","0.5519026517868042","0.5519026517868042","390","390","390"
"196000","-0.16619884967803955","-0.16619884967803955","-0.16619884967803955","391","391","391"
"196500","0.0016490817070007324","0.0016490817070007324","0.0016490817070007324","392","392","392"
"197000","0.00123673677444458","0.00123673677444458","0.00123673677444458","393","393","393"
"197500","0.006925761699676514","0.006925761699676514","0.006925761699676514","394","394","394"
"198000","0.17457979917526245","0.17457979917526245","0.17457979917526245","395","395","395"
"198500","-0.0028725862503051758","-0.0028725862503051758","-0.0028725862503051758","396","396","396"
"199000","0","0","0","397","397","397"
"199500","0.0013013482093811035","0.0013013482093811035","0.0013013482093811035","398","398","398"
"200000","-0.31983017921447754","-0.31983017921447754","-0.31983017921447754","399","399","399"
"200500","0.06523877382278442","0.06523877382278442","0.06523877382278442","400","400","400"
"201000","-0.09228241443634033","-0.09228241443634033","-0.09228241443634033","401","401","401"
"201500","0.05116879940032959","0.05116879940032959","0.05116879940032959","402","402","402"
"202000","0.2987043261528015","0.2987043261528015","0.2987043261528015","403","403","403"
"202500","0.06578963994979858","0.06578963994979858","0.06578963994979858","404","404","404"
"203000","-0.46070754528045654","-0.46070754528045654","-0.46070754528045654","405","405","405"
"203500","0","0","0","406","406","406"
"204000","-0.0006390810012817383","-0.0006390810012817383","-0.0006390810012817383","407","407","407"
"204500","-0.026261568069458008","-0.026261568069458008","-0.026261568069458008","408","408","408"
"205000","0.014912009239196777","0.014912009239196777","0.014912009239196777","409","409","409"
"205500","0","0","0","410","410","410"
"206000","-2.562904119491577","-2.562904119491577","-2.562904119491577","411","411","411"
"206500","-0.01555013656616211","-0.01555013656616211","-0.01555013656616211","412","412","412"
"207000","0.311282217502594","0.311282217502594","0.311282217502594","413","413","413"
"207500","-0.07335436344146729","-0.07335436344146729","-0.07335436344146729","414","414","414"
"208000","0","0","0","415","415","415"
"208500","0.4228571057319641","0.4228571057319641","0.4228571057319641","416","416","416"
"209000","0.0014549493789672852","0.0014549493789672852","0.0014549493789672852","417","417","417"
"209500","-0.1494046449661255","-0.1494046449661255","-0.1494046449661255","418","418","418"
"210000","0.006003022193908691","0.006003022193908691","0.006003022193908691","419","419","419"
"210500","0.0036368966102600098","0.0036368966102600098","0.0036368966102600098","420","420","420"
"211000","-0.06250536441802979","-0.06250536441802979","-0.06250536441802979","421","421","421"
"211500","0","0","0","422","422","422"
"212000","0.08238345384597778","0.08238345384597778","0.08238345384597778","423","423","423"
"212500","-0.05243873596191406","-0.05243873596191406","-0.05243873596191406","424","424","424"
"213000","-0.05458211898803711","-0.05458211898803711","-0.05458211898803711","425","425","425"
"213500","0.08172863721847534","0.08172863721847534","0.08172863721847534","426","426","426"
"214000","0.2923933267593384","0.2923933267593384","0.2923933267593384","427","427","427"
"214500","0.0012358427047729492","0.0012358427047729492","0.0012358427047729492","428","428","428"
"215000","-0.2713315486907959","-0.2713315486907959","-0.2713315486907959","429","429","429"
"215500","-0.6055302619934082","-0.6055302619934082","-0.6055302619934082","430","430","430"
"216000","0.08090096712112427","0.08090096712112427","0.08090096712112427","431","431","431"
"216500","-0.2382199764251709","-0.2382199764251709","-0.2382199764251709","432","432","432"
"217000","0.03456127643585205","0.03456127643585205","0.03456127643585205","433","433","433"
"217500","0.08390188217163086","0.08390188217163086","0.08390188217163086","434","434","434"
"218000","-0.5585764646530151","-0.5585764646530151","-0.5585764646530151","435","435","435"
"218500","-0.3144580125808716","-0.3144580125808716","-0.3144580125808716","436","436","436"
"219000","-0.0344538688659668","-0.0344538688659668","-0.0344538688659668","437","437","437"
"219500","0.005427718162536621","0.005427718162536621","0.005427718162536621","438","438","438"
"220000","0.0023427605628967285","0.0023427605628967285","0.0023427605628967285","439","439","439"
"220500","0.05074387788772583","0.05074387788772583","0.05074387788772583","440","440","440"
"221000","0.026432693004608154","0.026432693004608154","0.026432693004608154","441","441","441"
"221500","-0.09386992454528809","-0.09386992454528809","-0.09386992454528809","442","442","442"
"222000","0.0003593564033508301","0.0003593564033508301","0.0003593564033508301","443","443","443"
"222500","0.003615260124206543","0.003615260124206543","0.003615260124206543","444","444","444"
"223000","0","0","0","445","445","445"
"223500","-1.1920928955078125e-7","-1.1920928955078125e-7","-1.1920928955078125e-7","446","446","446"
"224000","-53.253849029541016","-53.253849029541016","-53.253849029541016","447","447","447"
"224500","0.04268765449523926","0.04268765449523926","0.04268765449523926","448","448","448"
"225000","-0.34186041355133057","-0.34186041355133057","-0.34186041355133057","449","449","449"
"225500","0.06830835342407227","0.06830835342407227","0.06830835342407227","450","450","450"
"226000","0","0","0","451","451","451"
"226500","0.7922128438949585","0.7922128438949585","0.7922128438949585","452","452","452"
"227000","0.01413261890411377","0.01413261890411377","0.01413261890411377","453","453","453"
"227500","-2.281378984451294","-2.281378984451294","-2.281378984451294","454","454","454"
"228000","-0.44611799716949463","-0.44611799716949463","-0.44611799716949463","455","455","455"
"228500","0.06720560789108276","0.06720560789108276","0.06720560789108276","456","456","456"
"229000","0","0","0","457","457","457"
"229500","-0.047661542892456055","-0.047661542892456055","-0.047661542892456055","458","458","458"
"230000","-0.056757450103759766","-0.056757450103759766","-0.056757450103759766","459","459","459"
"230500","0","0","0","460","460","460"
"231000","0.047343313694000244","0.047343313694000244","0.047343313694000244","461","461","461"
"231500","0","0","0","462","462","462"
"232000","-0.027747273445129395","-0.027747273445129395","-0.027747273445129395","463","463","463"
"232500","-0.003934025764465332","-0.003934025764465332","-0.003934025764465332","464","464","464"
"233000","-0.009138822555541992","-0.009138822555541992","-0.009138822555541992","465","465","465"
"233500","-0.03148937225341797","-0.03148937225341797","-0.03148937225341797","466","466","466"
"234000","-0.023015260696411133","-0.023015260696411133","-0.023015260696411133","467","467","467"
"234500","0.39181721210479736","0.39181721210479736","0.39181721210479736","468","468","468"
"235000","0.22341150045394897","0.22341150045394897","0.22341150045394897","469","469","469"
"235500","0.3732863664627075","0.3732863664627075","0.3732863664627075","470","470","470"
"236000","-0.03459322452545166","-0.03459322452545166","-0.03459322452545166","471","471","471"
"236500","0.06546306610107422","0.06546306610107422","0.06546306610107422","472","472","472"
"237000","-0.028490185737609863","-0.028490185737609863","-0.028490185737609863","473","473","473"
"237500","1.1920928955078125e-7","1.1920928955078125e-7","1.1920928955078125e-7","474","474","474"
"238000","0.01956385374069214","0.01956385374069214","0.01956385374069214","475","475","475"
"238500","-0.0012784004211425781","-0.0012784004211425781","-0.0012784004211425781","476","476","476"
"239000","0.014373779296875","0.014373779296875","0.014373779296875","477","477","477"
"239500","-0.16712522506713867","-0.16712522506713867","-0.16712522506713867","478","478","478"
"240000","-0.17359566688537598","-0.17359566688537598","-0.17359566688537598","479","479","479"
"240500","0.20582276582717896","0.20582276582717896","0.20582276582717896","480","480","480"
"241000","-1.1920928955078125e-7","-1.1920928955078125e-7","-1.1920928955078125e-7","481","481","481"
"241500","0.10416615009307861","0.10416615009307861","0.10416615009307861","482","482","482"
"242000","-0.07974636554718018","-0.07974636554718018","-0.07974636554718018","483","483","483"
"242500","-0.21805310249328613","-0.21805310249328613","-0.21805310249328613","484","484","484"
"243000","-1.1920928955078125e-7","-1.1920928955078125e-7","-1.1920928955078125e-7","485","485","485"
"243500","-1.1920928955078125e-7","-1.1920928955078125e-7","-1.1920928955078125e-7","486","486","486"
"244000","0.022305428981781006","0.022305428981781006","0.022305428981781006","487","487","487"
"244500","0.10500651597976685","0.10500651597976685","0.10500651597976685","488","488","488"
"245000","-0.09103894233703613","-0.09103894233703613","-0.09103894233703613","489","489","489"
"245500","-0.4429187774658203","-0.4429187774658203","-0.4429187774658203","490","490","490"
"246000","0.15405476093292236","0.15405476093292236","0.15405476093292236","491","491","491"
"246500","-0.17207014560699463","-0.17207014560699463","-0.17207014560699463","492","492","492"
"247000","0.003800690174102783","0.003800690174102783","0.003800690174102783","493","493","493"
"247500","-0.21012556552886963","-0.21012556552886963","-0.21012556552886963","494","494","494"
"248000","0.030321121215820312","0.030321121215820312","0.030321121215820312","495","495","495"
"248500","-2.0786023139953613","-2.0786023139953613","-2.0786023139953613","496","496","496"
"249000","1.1920928955078125e-7","1.1920928955078125e-7","1.1920928955078125e-7","497","497","497"
"249500","-0.0047168731689453125","-0.0047168731689453125","-0.0047168731689453125","498","498","498"
"250000","-0.003314971923828125","-0.003314971923828125","-0.003314971923828125","499","499","499"
"250500","-0.6072533130645752","-0.6072533130645752","-0.6072533130645752","500","500","500"
"251000","-0.27113914489746094","-0.27113914489746094","-0.27113914489746094","501","501","501"
"251500","0.01884382963180542","0.01884382963180542","0.01884382963180542","502","502","502"
"252000","-0.2421189546585083","-0.2421189546585083","-0.2421189546585083","503","503","503"
"252500","-0.09754693508148193","-0.09754693508148193","-0.09754693508148193","504","504","504"
"253000","0","0","0","505","505","505"
"253500","-0.11387407779693604","-0.11387407779693604","-0.11387407779693604","506","506","506"
"254000","0","0","0","507","507","507"
"254500","0","0","0","508","508","508"
"255000","-0.3010963201522827","-0.3010963201522827","-0.3010963201522827","509","509","509"
"256000","0","0","0","511","511","511"
"257000","0","0","0","513","513","513"
"257500","0.00007063150405883789","0.00007063150405883789","0.00007063150405883789","514","514","514"
"258000","-0.11249375343322754","-0.11249375343322754","-0.11249375343322754","515","515","515"
"258500","0.00043195486068725586","0.00043195486068725586","0.00043195486068725586","516","516","516"
"259500","-0.06375980377197266","-0.06375980377197266","-0.06375980377197266","518","518","518"
"260000","1","1","1","519","519","519"
"260500","0.0003286004066467285","0.0003286004066467285","0.0003286004066467285","520","520","520"
"261000","1","1","1","521","521","521"
"262000","0.000014007091522216797","0.000014007091522216797","0.000014007091522216797","523","523","523"
"262500","0","0","0","524","524","524"
"263000","1","1","1","525","525","525"
"264500","-0.12331831455230713","-0.12331831455230713","-0.12331831455230713","528","528","528"
"266500","0.0000029802322387695312","0.0000029802322387695312","0.0000029802322387695312","532","532","532"
"267000","0.000011920928955078125","0.000011920928955078125","0.000011920928955078125","533","533","533"
"267500","0.003965497016906738","0.003965497016906738","0.003965497016906738","534","534","534"
"268000","1.1920928955078125e-7","1.1920928955078125e-7","1.1920928955078125e-7","535","535","535"
"269000","1","1","1","537","537","537"
"269500","0.000009894371032714844","0.000009894371032714844","0.000009894371032714844","538","538","538"
"270500","0","0","0","540","540","540"
"273000","0","0","0","545","545","545"
"274000","1","1","1","547","547","547"
"275500","0.00043195486068725586","0.00043195486068725586","0.00043195486068725586","550","550","550"
"276000","1","1","1","551","551","551"
"276500","0.0005934834480285645","0.0005934834480285645","0.0005934834480285645","552","552","552"
"277000","0.00013887882232666016","0.00013887882232666016","0.00013887882232666016","553","553","553"
"278000","1","1","1","555","555","555"
"279000","1","1","1","557","557","557"
"280000","0","0","0","559","559","559"
"280500","-2.7317440509796143","-2.7317440509796143","-2.7317440509796143","560","560","560"
"281500","-0.09000039100646973","-0.09000039100646973","-0.09000039100646973","562","562","562"
"282000","0.015701591968536377","0.015701591968536377","0.015701591968536377","563","563","563"
"282500","-1.3080239295959473","-1.3080239295959473","-1.3080239295959473","564","564","564"
"283000","0.03959918022155762","0.03959918022155762","0.03959918022155762","565","565","565"
"284000","0","0","0","567","567","567"
"284500","-1.4487414360046387","-1.4487414360046387","-1.4487414360046387","568","568","568"
"285500","-100.97704315185547","-100.97704315185547","-100.97704315185547","570","570","570"
"286000","0.36892861127853394","0.36892861127853394","0.36892861127853394","571","571","571"
"286500","0.10722208023071289","0.10722208023071289","0.10722208023071289","572","572","572"
"287000","-9.98044490814209","-9.98044490814209","-9.98044490814209","573","573","573"
"287500","0.0828285813331604","0.0828285813331604","0.0828285813331604","574","574","574"
"288000","0.4573926329612732","0.4573926329612732","0.4573926329612732","575","575","575"
"288500","-0.480674147605896","-0.480674147605896","-0.480674147605896","576","576","576"
"289000","-0.24065959453582764","-0.24065959453582764","-0.24065959453582764","577","577","577"
"289500","-0.038413286209106445","-0.038413286209106445","-0.038413286209106445","578","578","578"
"290000","0.33304643630981445","0.33304643630981445","0.33304643630981445","579","579","579"
"290500","-0.22224199771881104","-0.22224199771881104","-0.22224199771881104","580","580","580"
"291000","-0.20621228218078613","-0.20621228218078613","-0.20621228218078613","581","581","581"
"291500","0.07567203044891357","0.07567203044891357","0.07567203044891357","582","582","582"
"292000","-0.008639216423034668","-0.008639216423034668","-0.008639216423034668","583","583","583"
"292500","0.32181328535079956","0.32181328535079956","0.32181328535079956","584","584","584"
"293000","-2.384185791015625e-7","-2.384185791015625e-7","-2.384185791015625e-7","585","585","585"
"293500","0.003603219985961914","0.003603219985961914","0.003603219985961914","586","586","586"
"294000","-15.192008972167969","-15.192008972167969","-15.192008972167969","587","587","587"
"294500","-0.4897574186325073","-0.4897574186325073","-0.4897574186325073","588","588","588"
"295000","0","0","0","589","589","589"
"295500","0","0","0","590","590","590"
"296000","-0.5564204454421997","-0.5564204454421997","-0.5564204454421997","591","591","591"
"296500","-0.07085728645324707","-0.07085728645324707","-0.07085728645324707","592","592","592"
"297000","0.02615135908126831","0.02615135908126831","0.02615135908126831","593","593","593"
"297500","0.03213304281234741","0.03213304281234741","0.03213304281234741","594","594","594"
"298000","0.03189975023269653","0.03189975023269653","0.03189975023269653","595","595","595"
"299000","0.008404076099395752","0.008404076099395752","0.008404076099395752","597","597","597"
"299500","0.0215606689453125","0.0215606689453125","0.0215606689453125","598","598","598"
"300000","-0.002739548683166504","-0.002739548683166504","-0.002739548683166504","599","599","599"
"300500","0.19914793968200684","0.19914793968200684","0.19914793968200684","600","600","600"
"301000","0.08124679327011108","0.08124679327011108","0.08124679327011108","601","601","601"
"301500","-0.6122171878814697","-0.6122171878814697","-0.6122171878814697","602","602","602"
"302000","-0.20879018306732178","-0.20879018306732178","-0.20879018306732178","603","603","603"
"302500","0.00023704767227172852","0.00023704767227172852","0.00023704767227172852","604","604","604"
"303000","0","0","0","605","605","605"
"303500","0.2556508779525757","0.2556508779525757","0.2556508779525757","606","606","606"
"304000","0","0","0","607","607","607"
"304500","0.5171027779579163","0.5171027779579163","0.5171027779579163","608","608","608"
"305500","0.32090580463409424","0.32090580463409424","0.32090580463409424","610","610","610"
"306000","0","0","0","611","611","611"
"306500","1.1920928955078125e-7","1.1920928955078125e-7","1.1920928955078125e-7","612","612","612"
"307000","0.00000762939453125","0.00000762939453125","0.00000762939453125","613","613","613"
"308500","0.0006317496299743652","0.0006317496299743652","0.0006317496299743652","616","616","616"
"309500","0.0004956722259521484","0.0004956722259521484","0.0004956722259521484","618","618","618"
"310500","0.000583946704864502","0.000583946704864502","0.000583946704864502","620","620","620"
"311000","1","1","1","621","621","621"
"312500","0.00003153085708618164","0.00003153085708618164","0.00003153085708618164","624","624","624"
"313500","1","1","1","626","626","626"
"314000","1","1","1","627","627","627"
"314500","0.0000362396240234375","0.0000362396240234375","0.0000362396240234375","628","628","628"
"325500","1","1","1","650","650","650"
"326500","1","1","1","652","652","652"
"329500","0","0","0","658","658","658"
"330000","1","1","1","659","659","659"
"330500","1","1","1","660","660","660"
"332500","0.0005934834480285645","0.0005934834480285645","0.0005934834480285645","664","664","664"
"335000","0.0006317496299743652","0.0006317496299743652","0.0006317496299743652","669","669","669"
"336000","5.960464477539062e-7","5.960464477539062e-7","5.960464477539062e-7","671","671","671"
"338000","1","1","1","675","675","675"
"341000","1","1","1","681","681","681"
"341500","0.0000024437904357910156","0.0000024437904357910156","0.0000024437904357910156","682","682","682"
"344500","1","1","1","688","688","688"
"345000","-4.0382304191589355","-4.0382304191589355","-4.0382304191589355","689","689","689"
"346500","0.00002193450927734375","0.00002193450927734375","0.00002193450927734375","692","692","692"
"347500","0.0004323124885559082","0.0004323124885559082","0.0004323124885559082","694","694","694"
"348000","1","1","1","695","695","695"
"351500","0.000003635883331298828","0.000003635883331298828","0.000003635883331298828","702","702","702"
"353000","0.000583946704864502","0.000583946704864502","0.000583946704864502","705","705","705"
"355000","0.00005245208740234375","0.00005245208740234375","0.00005245208740234375","709","709","709"
"355500","0.00011056661605834961","0.00011056661605834961","0.00011056661605834961","710","710","710"
"356500","0.0007888078689575195","0.0007888078689575195","0.0007888078689575195","712","712","712"
"357500","0.00003337860107421875","0.00003337860107421875","0.00003337860107421875","714","714","714"
"358000","0.00007283687591552734","0.00007283687591552734","0.00007283687591552734","715","715","715"
"359500","1","1","1","718","718","718"
"364000","0.0004323124885559082","0.0004323124885559082","0.0004323124885559082","727","727","727"
"364500","0.00001710653305053711","0.00001710653305053711","0.00001710653305053711","728","728","728"
"367000","0.22316312789916992","0.22316312789916992","0.22316312789916992","733","733","733"
"370000","1","1","1","739","739","739"
"370500","0.0000616908073425293","0.0000616908073425293","0.0000616908073425293","740","740","740"
"372000","0.00001919269561767578","0.00001919269561767578","0.00001919269561767578","743","743","743"
"373500","1","1","1","746","746","746"
"375000","1","1","1","749","749","749"
"379000","0.000011086463928222656","0.000011086463928222656","0.000011086463928222656","757","757","757"
"379500","0.000008821487426757812","0.000008821487426757812","0.000008821487426757812","758","758","758"
"380500","0.0000010728836059570312","0.0000010728836059570312","0.0000010728836059570312","760","760","760"
"382000","-0.053206801414489746","-0.053206801414489746","-0.053206801414489746","763","763","763"
"382500","0.032696425914764404","0.032696425914764404","0.032696425914764404","764","764","764"
"383000","-0.06137657165527344","-0.06137657165527344","-0.06137657165527344","765","765","765"
"383500","0","0","0","766","766","766"
"384000","0.0022922158241271973","0.0022922158241271973","0.0022922158241271973","767","767","767"
"384500","0.26072871685028076","0.26072871685028076","0.26072871685028076","768","768","768"
"385000","0.0027346014976501465","0.0027346014976501465","0.0027346014976501465","769","769","769"
"385500","0.1653306484222412","0.1653306484222412","0.1653306484222412","770","770","770"
"386000","0","0","0","771","771","771"
"386500","0.18243110179901123","0.18243110179901123","0.18243110179901123","772","772","772"
"387000","-0.006808876991271973","-0.006808876991271973","-0.006808876991271973","773","773","773"
"387500","0.12413567304611206","0.12413567304611206","0.12413567304611206","774","774","774"
"388000","0.012545526027679443","0.012545526027679443","0.012545526027679443","775","775","775"
"388500","0.8244293928146362","0.8244293928146362","0.8244293928146362","776","776","776"
"389000","0.052185893058776855","0.052185893058776855","0.052185893058776855","777","777","777"
"389500","-0.2422332763671875","-0.2422332763671875","-0.2422332763671875","778","778","778"
"390000","-0.21084058284759521","-0.21084058284759521","-0.21084058284759521","779","779","779"
"390500","-0.40732264518737793","-0.40732264518737793","-0.40732264518737793","780","780","780"
"391000","0.26394110918045044","0.26394110918045044","0.26394110918045044","781","781","781"
"391500","0.774311900138855","0.774311900138855","0.774311900138855","782","782","782"
"392000","-0.004511475563049316","-0.004511475563049316","-0.004511475563049316","783","783","783"
"392500","0.019780516624450684","0.019780516624450684","0.019780516624450684","784","784","784"
"393000","0.09422898292541504","0.09422898292541504","0.09422898292541504","785","785","785"
"393500","-0.1837090253829956","-0.1837090253829956","-0.1837090253829956","786","786","786"
"394000","-0.037562012672424316","-0.037562012672424316","-0.037562012672424316","787","787","787"
"394500","0.023972153663635254","0.023972153663635254","0.023972153663635254","788","788","788"
"395000","-0.138543963432312","-0.138543963432312","-0.138543963432312","789","789","789"
"395500","0.06887751817703247","0.06887751817703247","0.06887751817703247","790","790","790"
"396000","-0.3157072067260742","-0.3157072067260742","-0.3157072067260742","791","791","791"
"396500","0.0005934834480285645","0.0005934834480285645","0.0005934834480285645","792","792","792"
"397000","-0.0785973072052002","-0.0785973072052002","-0.0785973072052002","793","793","793"
"397500","0.000029146671295166016","0.000029146671295166016","0.000029146671295166016","794","794","794"
"398000","-52.5660285949707","-52.5660285949707","-52.5660285949707","795","795","795"
"398500","-0.25267493724823","-0.25267493724823","-0.25267493724823","796","796","796"
"399000","0.0796554684638977","0.0796554684638977","0.0796554684638977","797","797","797"
"399500","-0.008734464645385742","-0.008734464645385742","-0.008734464645385742","798","798","798"
"401000","0.010270178318023682","0.010270178318023682","0.010270178318023682","801","801","801"
"401500","5.960464477539062e-7","5.960464477539062e-7","5.960464477539062e-7","802","802","802"
"402000","1","1","1","803","803","803"
"403500","1","1","1","806","806","806"
"404000","0.00033277273178100586","0.00033277273178100586","0.00033277273178100586","807","807","807"
"404500","1","1","1","808","808","808"
"406000","-1.5439937114715576","-1.5439937114715576","-1.5439937114715576","811","811","811"
"406500","-0.019405484199523926","-0.019405484199523926","-0.019405484199523926","812","812","812"
"407000","0","0","0","813","813","813"
"407500","0.25623923540115356","0.25623923540115356","0.25623923540115356","814","814","814"
"408000","-0.08995246887207031","-0.08995246887207031","-0.08995246887207031","815","815","815"
"408500","0.3206435441970825","0.3206435441970825","0.3206435441970825","816","816","816"
"409500","0.051380932331085205","0.051380932331085205","0.051380932331085205","818","818","818"
"410500","0.08107292652130127","0.08107292652130127","0.08107292652130127","820","820","820"
"412000","-0.0033475160598754883","-0.0033475160598754883","-0.0033475160598754883","823","823","823"
"412500","0.00004559755325317383","0.00004559755325317383","0.00004559755325317383","824","824","824"
"413000","0.03513455390930176","0.03513455390930176","0.03513455390930176","825","825","825"
"413500","0","0","0","826","826","826"
"414500","0.3905937075614929","0.3905937075614929","0.3905937075614929","828","828","828"
"415000","0.000003039836883544922","0.000003039836883544922","0.000003039836883544922","829","829","829"
"415500","0.3333333134651184","0.3333333134651184","0.3333333134651184","830","830","830"
"416000","-0.26896488666534424","-0.26896488666534424","-0.26896488666534424","831","831","831"
"416500","0","0","0","832","832","832"
"417500","0","0","0","834","834","834"
"420500","0.00035077333450317383","0.00035077333450317383","0.00035077333450317383","840","840","840"
"421500","0.0009579062461853027","0.0009579062461853027","0.0009579062461853027","842","842","842"
"422500","1","1","1","844","844","844"
"424000","-17.286378860473633","-17.286378860473633","-17.286378860473633","847","847","847"
"424500","0.000022590160369873047","0.000022590160369873047","0.000022590160369873047","848","848","848"
"425500","-55.296138763427734","-55.296138763427734","-55.296138763427734","850","850","850"
"427000","1","1","1","853","853","853"
"429000","0.0006317496299743652","0.0006317496299743652","0.0006317496299743652","857","857","857"
"430500","0.03254079818725586","0.03254079818725586","0.03254079818725586","860","860","860"
"431500","0.07549679279327393","0.07549679279327393","0.07549679279327393","862","862","862"
"432000","0.048242926597595215","0.048242926597595215","0.048242926597595215","863","863","863"
"432500","0","0","0","864","864","864"
"433000","-0.011682510375976562","-0.011682510375976562","-0.011682510375976562","865","865","865"
"433500","-0.035372257232666016","-0.035372257232666016","-0.035372257232666016","866","866","866"
"434000","-1.1920928955078125e-7","-1.1920928955078125e-7","-1.1920928955078125e-7","867","867","867"
"434500","-0.02121269702911377","-0.02121269702911377","-0.02121269702911377","868","868","868"
"435000","0.09596973657608032","0.09596973657608032","0.09596973657608032","869","869","869"
"435500","0","0","0","870","870","870"
"436000","0","0","0","871","871","871"
"436500","0.04429066181182861","0.04429066181182861","0.04429066181182861","872","872","872"
"437000","0.0531383752822876","0.0531383752822876","0.0531383752822876","873","873","873"
"437500","0.025786519050598145","0.025786519050598145","0.025786519050598145","874","874","874"
"438000","0","0","0","875","875","875"
"438500","-0.03522288799285889","-0.03522288799285889","-0.03522288799285889","876","876","876"
"439000","1","1","1","877","877","877"
"441000","-0.3072652816772461","-0.3072652816772461","-0.3072652816772461","881","881","881"
"441500","0.1979047656059265","0.1979047656059265","0.1979047656059265","882","882","882"
"442000","0.26098060607910156","0.26098060607910156","0.26098060607910156","883","883","883"
"442500","2.384185791015625e-7","2.384185791015625e-7","2.384185791015625e-7","884","884","884"
"443000","-0.0037856101989746094","-0.0037856101989746094","-0.0037856101989746094","885","885","885"
"443500","-0.03971099853515625","-0.03971099853515625","-0.03971099853515625","886","886","886"
"444000","0.06986421346664429","0.06986421346664429","0.06986421346664429","887","887","887"
"444500","0.007832169532775879","0.007832169532775879","0.007832169532775879","888","888","888"
"445000","0.06153833866119385","0.06153833866119385","0.06153833866119385","889","889","889"
"445500","0.21924692392349243","0.21924692392349243","0.21924692392349243","890","890","890"
"446000","-0.5126760005950928","-0.5126760005950928","-0.5126760005950928","891","891","891"
"447000","-1.1240358352661133","-1.1240358352661133","-1.1240358352661133","893","893","893"
"447500","-0.10044026374816895","-0.10044026374816895","-0.10044026374816895","894","894","894"
"448000","0.023653626441955566","0.023653626441955566","0.023653626441955566","895","895","895"
"448500","0.004338324069976807","0.004338324069976807","0.004338324069976807","896","896","896"
"449000","0.1410016417503357","0.1410016417503357","0.1410016417503357","897","897","897"
"449500","-0.05870676040649414","-0.05870676040649414","-0.05870676040649414","898","898","898"
"450000","-0.08358561992645264","-0.08358561992645264","-0.08358561992645264","899","899","899"
"450500","0.06406623125076294","0.06406623125076294","0.06406623125076294","900","900","900"
"451000","-0.00007903575897216797","-0.00007903575897216797","-0.00007903575897216797","901","901","901"
"451500","-1.4297542572021484","-1.4297542572021484","-1.4297542572021484","902","902","902"
"452000","-0.001828312873840332","-0.001828312873840332","-0.001828312873840332","903","903","903"
"452500","0.0000362396240234375","0.0000362396240234375","0.0000362396240234375","904","904","904"
"453000","-0.003474593162536621","-0.003474593162536621","-0.003474593162536621","905","905","905"
"453500","0.2241155505180359","0.2241155505180359","0.2241155505180359","906","906","906"
"454000","-0.27107465267181396","-0.27107465267181396","-0.27107465267181396","907","907","907"
"454500","0.10180974006652832","0.10180974006652832","0.10180974006652832","908","908","908"
"455000","-0.2597160339355469","-0.2597160339355469","-0.2597160339355469","909","909","909"
"455500","0.026292026042938232","0.026292026042938232","0.026292026042938232","910","910","910"
"456000","0","0","0","911","911","911"
"456500","0.16360533237457275","0.16360533237457275","0.16360533237457275","912","912","912"
"457000","0.11712437868118286","0.11712437868118286","0.11712437868118286","913","913","913"
