"global_step","251213_useLessPoint - train/final_episode_iou","251213_useLessPoint - train/final_episode_iou__MIN","251213_useLessPoint - train/final_episode_iou__MAX","251213_useLessPoint - _step","251213_useLessPoint - _step__MIN","251213_useLessPoint - _step__MAX"
"1428000","0.16448846459388733","0.16448846459388733","0.16448846459388733","713","713","713"
"1430000","0.42374902963638306","0.42374902963638306","0.42374902963638306","714","714","714"
"1432000","0.37451815605163574","0.37451815605163574","0.37451815605163574","715","715","715"
"1434000","0.4795697033405304","0.4795697033405304","0.4795697033405304","716","716","716"
"1436000","0.4155369699001312","0.4155369699001312","0.4155369699001312","717","717","717"
"1438000","0.3417959213256836","0.3417959213256836","0.3417959213256836","718","718","718"
"1440000","0.4399717450141907","0.4399717450141907","0.4399717450141907","719","719","719"
"1442000","0.3322867155075073","0.3322867155075073","0.3322867155075073","720","720","720"
"1444000","0.29419901967048645","0.29419901967048645","0.29419901967048645","721","721","721"
"1446000","0.44525471329689026","0.44525471329689026","0.44525471329689026","722","722","722"
"1448000","0.4656939208507538","0.4656939208507538","0.4656939208507538","723","723","723"
"1450000","0.3699210584163666","0.3699210584163666","0.3699210584163666","724","724","724"
"1452000","0.331531822681427","0.331531822681427","0.331531822681427","725","725","725"
"1454000","0.11076922714710236","0.11076922714710236","0.11076922714710236","726","726","726"
"1456000","0.42323651909828186","0.42323651909828186","0.42323651909828186","727","727","727"
"1458000","0.2368621528148651","0.2368621528148651","0.2368621528148651","728","728","728"
"1460000","0.5048026442527771","0.5048026442527771","0.5048026442527771","729","729","729"
"1462000","0.35177677869796753","0.35177677869796753","0.35177677869796753","730","730","730"
"1464000","0.33297985792160034","0.33297985792160034","0.33297985792160034","731","731","731"
"1466000","0.3242824971675873","0.3242824971675873","0.3242824971675873","732","732","732"
"1468000","0.3630671501159668","0.3630671501159668","0.3630671501159668","733","733","733"
"1470000","0.12227228283882141","0.12227228283882141","0.12227228283882141","734","734","734"
"1472000","0.45006656646728516","0.45006656646728516","0.45006656646728516","735","735","735"
"1474000","0.25031018257141113","0.25031018257141113","0.25031018257141113","736","736","736"
"1476000","0.41090595722198486","0.41090595722198486","0.41090595722198486","737","737","737"
"1478000","0.4835353195667267","0.4835353195667267","0.4835353195667267","738","738","738"
"1480000","0.12050513923168182","0.12050513923168182","0.12050513923168182","739","739","739"
"1482000","0.44122111797332764","0.44122111797332764","0.44122111797332764","740","740","740"
"1484000","0.44554877281188965","0.44554877281188965","0.44554877281188965","741","741","741"
"1486000","0.475456565618515","0.475456565618515","0.475456565618515","742","742","742"
"1488000","0.4080844223499298","0.4080844223499298","0.4080844223499298","743","743","743"
"1490000","0.3156580328941345","0.3156580328941345","0.3156580328941345","744","744","744"
"1492000","0.3309406340122223","0.3309406340122223","0.3309406340122223","745","745","745"
"1494000","0.2623654007911682","0.2623654007911682","0.2623654007911682","746","746","746"
"1496000","0.4871446490287781","0.4871446490287781","0.4871446490287781","747","747","747"
"1498000","0.3758459687232971","0.3758459687232971","0.3758459687232971","749","749","749"
"1500000","0.3728746771812439","0.3728746771812439","0.3728746771812439","750","750","750"
