"global_step","251213_useLessPoint - train/final_feat_cross","251213_useLessPoint - train/final_feat_cross__MIN","251213_useLessPoint - train/final_feat_cross__MAX","251213_useLessPoint - _step","251213_useLessPoint - _step__MIN","251213_useLessPoint - _step__MAX"
"1474000","2.0526750087738037","2.0526750087738037","2.0526750087738037","736","736","736"
"1476000","2.2739157676696777","2.2739157676696777","2.2739157676696777","737","737","737"
"1478000","2.0894620418548584","2.0894620418548584","2.0894620418548584","738","738","738"
"1480000","2.1982502937316895","2.1982502937316895","2.1982502937316895","739","739","739"
"1482000","2.076235055923462","2.076235055923462","2.076235055923462","740","740","740"
"1484000","2.215989589691162","2.215989589691162","2.215989589691162","741","741","741"
"1486000","1.9059481620788574","1.9059481620788574","1.9059481620788574","742","742","742"
"1488000","2.069457530975342","2.069457530975342","2.069457530975342","743","743","743"
"1490000","1.8850131034851074","1.8850131034851074","1.8850131034851074","744","744","744"
"1492000","2.023481845855713","2.023481845855713","2.023481845855713","745","745","745"
"1494000","2.2453396320343018","2.2453396320343018","2.2453396320343018","746","746","746"
"1496000","2.2251250743865967","2.2251250743865967","2.2251250743865967","747","747","747"
"1498000","2.00738263130188","2.00738263130188","2.00738263130188","749","749","749"
"1500000","2.0459136962890625","2.0459136962890625","2.0459136962890625","750","750","750"
