"global_step","251221_DQN - train/final_episode_iou","251221_DQN - train/final_episode_iou__MIN","251221_DQN - train/final_episode_iou__MAX","251221_DQN - _step","251221_DQN - _step__MIN","251221_DQN - _step__MAX"
"726000","0.44340455532073975","0.44340455532073975","0.44340455532073975","362","362","362"
"728000","0.40022221207618713","0.40022221207618713","0.40022221207618713","363","363","363"
"730000","0.26707783341407776","0.26707783341407776","0.26707783341407776","364","364","364"
"732000","0.287776917219162","0.287776917219162","0.287776917219162","365","365","365"
"734000","0.20525716245174408","0.20525716245174408","0.20525716245174408","366","366","366"
"736000","0.3686855137348175","0.3686855137348175","0.3686855137348175","367","367","367"
"738000","0.34225723147392273","0.34225723147392273","0.34225723147392273","368","368","368"
"740000","0.38330715894699097","0.38330715894699097","0.38330715894699097","369","369","369"
"742000","0.25319474935531616","0.25319474935531616","0.25319474935531616","370","370","370"
"744000","0.39971187710762024","0.39971187710762024","0.39971187710762024","371","371","371"
"746000","0.35325783491134644","0.35325783491134644","0.35325783491134644","372","372","372"
"748000","0.3659529387950897","0.3659529387950897","0.3659529387950897","373","373","373"
"750000","0.3997538983821869","0.3997538983821869","0.3997538983821869","374","374","374"
"752000","0.2766825258731842","0.2766825258731842","0.2766825258731842","375","375","375"
"754000","0.28039729595184326","0.28039729595184326","0.28039729595184326","376","376","376"
"756000","0.33009955286979675","0.33009955286979675","0.33009955286979675","377","377","377"
"758000","0.44827911257743835","0.44827911257743835","0.44827911257743835","378","378","378"
"760000","0.3223467469215393","0.3223467469215393","0.3223467469215393","379","379","379"
"762000","0.0598868802189827","0.0598868802189827","0.0598868802189827","380","380","380"
"764000","0.5175454020500183","0.5175454020500183","0.5175454020500183","381","381","381"
"766000","0.2020261287689209","0.2020261287689209","0.2020261287689209","382","382","382"
"768000","0.30273494124412537","0.30273494124412537","0.30273494124412537","383","383","383"
"770000","0.26055237650871277","0.26055237650871277","0.26055237650871277","384","384","384"
"772000","0.3463321924209595","0.3463321924209595","0.3463321924209595","385","385","385"
"774000","0.24049006402492523","0.24049006402492523","0.24049006402492523","386","386","386"
"776000","0.4680459499359131","0.4680459499359131","0.4680459499359131","387","387","387"
"778000","0.2977491319179535","0.2977491319179535","0.2977491319179535","388","388","388"
"780000","0.37460628151893616","0.37460628151893616","0.37460628151893616","389","389","389"
"782000","0.2835592031478882","0.2835592031478882","0.2835592031478882","390","390","390"
"784000","0.4125092327594757","0.4125092327594757","0.4125092327594757","391","391","391"
"786000","0.4586319327354431","0.4586319327354431","0.4586319327354431","392","392","392"
"788000","0.4294922649860382","0.4294922649860382","0.4294922649860382","393","393","393"
"790000","0.3409578800201416","0.3409578800201416","0.3409578800201416","394","394","394"
"792000","0.33155208826065063","0.33155208826065063","0.33155208826065063","395","395","395"
"794000","0.32132580876350403","0.32132580876350403","0.32132580876350403","396","396","396"
"796000","0.2701568901538849","0.2701568901538849","0.2701568901538849","397","397","397"
"798000","0.2980508804321289","0.2980508804321289","0.2980508804321289","398","398","398"
"800000","0.4307376444339752","0.4307376444339752","0.4307376444339752","399","399","399"
"802000","0.4443313777446747","0.4443313777446747","0.4443313777446747","400","400","400"
"804000","0.2427656501531601","0.2427656501531601","0.2427656501531601","401","401","401"
"806000","0.2569827139377594","0.2569827139377594","0.2569827139377594","402","402","402"
"808000","0.38369137048721313","0.38369137048721313","0.38369137048721313","403","403","403"
"810000","0.28234460949897766","0.28234460949897766","0.28234460949897766","404","404","404"
"812000","0.37388700246810913","0.37388700246810913","0.37388700246810913","405","405","405"
"814000","0.3102254271507263","0.3102254271507263","0.3102254271507263","406","406","406"
"816000","0.24819935858249664","0.24819935858249664","0.24819935858249664","407","407","407"
"818000","0.4044683277606964","0.4044683277606964","0.4044683277606964","408","408","408"
"820000","0.2638968229293823","0.2638968229293823","0.2638968229293823","409","409","409"
"822000","0.07050232589244843","0.07050232589244843","0.07050232589244843","410","410","410"
"824000","0.2194271981716156","0.2194271981716156","0.2194271981716156","411","411","411"
"826000","0.24899150431156158","0.24899150431156158","0.24899150431156158","412","412","412"
"828000","0.23245735466480255","0.23245735466480255","0.23245735466480255","413","413","413"
"830000","0.3077314794063568","0.3077314794063568","0.3077314794063568","414","414","414"
"832000","0.44685399532318115","0.44685399532318115","0.44685399532318115","415","415","415"
"834000","0.4452272355556488","0.4452272355556488","0.4452272355556488","416","416","416"
"836000","0.12261753529310226","0.12261753529310226","0.12261753529310226","417","417","417"
"838000","0.4186660945415497","0.4186660945415497","0.4186660945415497","418","418","418"
"840000","0.2413877695798874","0.2413877695798874","0.2413877695798874","419","419","419"
"842000","0.4360736310482025","0.4360736310482025","0.4360736310482025","420","420","420"
"844000","0.3836349844932556","0.3836349844932556","0.3836349844932556","421","421","421"
"846000","0.2728261649608612","0.2728261649608612","0.2728261649608612","422","422","422"
"848000","0.4884554147720337","0.4884554147720337","0.4884554147720337","423","423","423"
"850000","0.2600707709789276","0.2600707709789276","0.2600707709789276","424","424","424"
"852000","0.3627164959907532","0.3627164959907532","0.3627164959907532","425","425","425"
"854000","0.3435274362564087","0.3435274362564087","0.3435274362564087","426","426","426"
"856000","0.2566860020160675","0.2566860020160675","0.2566860020160675","427","427","427"
"858000","0.18352417647838593","0.18352417647838593","0.18352417647838593","428","428","428"
"860000","0.2878081798553467","0.2878081798553467","0.2878081798553467","429","429","429"
"862000","0.1994047611951828","0.1994047611951828","0.1994047611951828","430","430","430"
"864000","0.2978740930557251","0.2978740930557251","0.2978740930557251","431","431","431"
"866000","0.2600719630718231","0.2600719630718231","0.2600719630718231","432","432","432"
"868000","0.2710314989089966","0.2710314989089966","0.2710314989089966","433","433","433"
"870000","0.3790926933288574","0.3790926933288574","0.3790926933288574","434","434","434"
"872000","0.24676351249217987","0.24676351249217987","0.24676351249217987","435","435","435"
"874000","0.44733986258506775","0.44733986258506775","0.44733986258506775","436","436","436"
"876000","0.48029181361198425","0.48029181361198425","0.48029181361198425","437","437","437"
"878000","0.4011463522911072","0.4011463522911072","0.4011463522911072","438","438","438"
"880000","0.2996644377708435","0.2996644377708435","0.2996644377708435","439","439","439"
"882000","0.381311297416687","0.381311297416687","0.381311297416687","440","440","440"
"884000","0.32378625869750977","0.32378625869750977","0.32378625869750977","441","441","441"
"886000","0.4093784987926483","0.4093784987926483","0.4093784987926483","442","442","442"
"888000","0.2225182205438614","0.2225182205438614","0.2225182205438614","443","443","443"
"890000","0.1271790862083435","0.1271790862083435","0.1271790862083435","444","444","444"
"892000","0.3839978575706482","0.3839978575706482","0.3839978575706482","445","445","445"
"894000","0.19959616661071777","0.19959616661071777","0.19959616661071777","446","446","446"
"896000","0.432363361120224","0.432363361120224","0.432363361120224","447","447","447"
"898000","0.3961619436740875","0.3961619436740875","0.3961619436740875","448","448","448"
"900000","0.2007460743188858","0.2007460743188858","0.2007460743188858","449","449","449"
"902000","0.44065409898757935","0.44065409898757935","0.44065409898757935","450","450","450"
"904000","0.26180437207221985","0.26180437207221985","0.26180437207221985","451","451","451"
"906000","0.23671454191207886","0.23671454191207886","0.23671454191207886","452","452","452"
"908000","0.37185245752334595","0.37185245752334595","0.37185245752334595","453","453","453"
"910000","0.41801801323890686","0.41801801323890686","0.41801801323890686","454","454","454"
"912000","0.23411929607391357","0.23411929607391357","0.23411929607391357","455","455","455"
"914000","0.4283485412597656","0.4283485412597656","0.4283485412597656","456","456","456"
"916000","0.3796744644641876","0.3796744644641876","0.3796744644641876","457","457","457"
"918000","0.3561539053916931","0.3561539053916931","0.3561539053916931","458","458","458"
"920000","0.34156686067581177","0.34156686067581177","0.34156686067581177","459","459","459"
"922000","0.1306368112564087","0.1306368112564087","0.1306368112564087","460","460","460"
"924000","0.2791304290294647","0.2791304290294647","0.2791304290294647","461","461","461"
"926000","0.2065868228673935","0.2065868228673935","0.2065868228673935","462","462","462"
"928000","0.30823850631713867","0.30823850631713867","0.30823850631713867","463","463","463"
"930000","0.43730801343917847","0.43730801343917847","0.43730801343917847","464","464","464"
"932000","0.2567296028137207","0.2567296028137207","0.2567296028137207","465","465","465"
"934000","0.46842554211616516","0.46842554211616516","0.46842554211616516","466","466","466"
"936000","0.4405241906642914","0.4405241906642914","0.4405241906642914","467","467","467"
"938000","0.3031722605228424","0.3031722605228424","0.3031722605228424","468","468","468"
"940000","0.3669070899486542","0.3669070899486542","0.3669070899486542","469","469","469"
"942000","0.4425567090511322","0.4425567090511322","0.4425567090511322","470","470","470"
"944000","0.17911706864833832","0.17911706864833832","0.17911706864833832","471","471","471"
"946000","0.24088828265666962","0.24088828265666962","0.24088828265666962","472","472","472"
"948000","0.2233467549085617","0.2233467549085617","0.2233467549085617","473","473","473"
"950000","0.23748846352100372","0.23748846352100372","0.23748846352100372","474","474","474"
"952000","0.30682164430618286","0.30682164430618286","0.30682164430618286","475","475","475"
"954000","0.3954193592071533","0.3954193592071533","0.3954193592071533","476","476","476"
"956000","0.2513725757598877","0.2513725757598877","0.2513725757598877","477","477","477"
"958000","0.29114270210266113","0.29114270210266113","0.29114270210266113","478","478","478"
"960000","0.35239118337631226","0.35239118337631226","0.35239118337631226","479","479","479"
"962000","0.34330081939697266","0.34330081939697266","0.34330081939697266","480","480","480"
"964000","0.3607815206050873","0.3607815206050873","0.3607815206050873","481","481","481"
"966000","0.3547300100326538","0.3547300100326538","0.3547300100326538","482","482","482"
"968000","0.42238980531692505","0.42238980531692505","0.42238980531692505","483","483","483"
"970000","0.1457892507314682","0.1457892507314682","0.1457892507314682","484","484","484"
"972000","0.3757801651954651","0.3757801651954651","0.3757801651954651","485","485","485"
"974000","0.025046080350875854","0.025046080350875854","0.025046080350875854","486","486","486"
"976000","0.31302252411842346","0.31302252411842346","0.31302252411842346","487","487","487"
"978000","0.3329395353794098","0.3329395353794098","0.3329395353794098","488","488","488"
"980000","0.11113253235816956","0.11113253235816956","0.11113253235816956","489","489","489"
"982000","0.45090675354003906","0.45090675354003906","0.45090675354003906","490","490","490"
"984000","0.17400811612606049","0.17400811612606049","0.17400811612606049","491","491","491"
"986000","0.4273304343223572","0.4273304343223572","0.4273304343223572","492","492","492"
"988000","0.3043418824672699","0.3043418824672699","0.3043418824672699","493","493","493"
"990000","0.35070446133613586","0.35070446133613586","0.35070446133613586","494","494","494"
"992000","0.2365155965089798","0.2365155965089798","0.2365155965089798","495","495","495"
"994000","0.3090185821056366","0.3090185821056366","0.3090185821056366","496","496","496"
"996000","0.25056588649749756","0.25056588649749756","0.25056588649749756","497","497","497"
"998000","0.2421625852584839","0.2421625852584839","0.2421625852584839","498","498","498"
"1000000","0.320121169090271","0.320121169090271","0.320121169090271","499","499","499"
"1002000","0.2762213945388794","0.2762213945388794","0.2762213945388794","500","500","500"
"1004000","0.41474318504333496","0.41474318504333496","0.41474318504333496","501","501","501"
"1006000","0.2525608241558075","0.2525608241558075","0.2525608241558075","502","502","502"
"1008000","0.36486849188804626","0.36486849188804626","0.36486849188804626","503","503","503"
"1010000","0.2100384682416916","0.2100384682416916","0.2100384682416916","504","504","504"
"1012000","0.27747642993927","0.27747642993927","0.27747642993927","505","505","505"
"1014000","0.3249067962169647","0.3249067962169647","0.3249067962169647","506","506","506"
"1016000","0.3791295289993286","0.3791295289993286","0.3791295289993286","507","507","507"
"1018000","0.3422847092151642","0.3422847092151642","0.3422847092151642","508","508","508"
"1020000","0.2622908055782318","0.2622908055782318","0.2622908055782318","509","509","509"
"1022000","0.19115668535232544","0.19115668535232544","0.19115668535232544","510","510","510"
"1024000","0.14389990270137787","0.14389990270137787","0.14389990270137787","511","511","511"
"1026000","0.3153208792209625","0.3153208792209625","0.3153208792209625","512","512","512"
"1028000","0.3656423091888428","0.3656423091888428","0.3656423091888428","513","513","513"
"1030000","0.3856402039527893","0.3856402039527893","0.3856402039527893","514","514","514"
"1032000","0.375797301530838","0.375797301530838","0.375797301530838","515","515","515"
"1034000","0.2972366213798523","0.2972366213798523","0.2972366213798523","516","516","516"
"1036000","0.27337267994880676","0.27337267994880676","0.27337267994880676","517","517","517"
"1038000","0.299761563539505","0.299761563539505","0.299761563539505","518","518","518"
"1040000","0.3299172818660736","0.3299172818660736","0.3299172818660736","519","519","519"
"1042000","0.3786204159259796","0.3786204159259796","0.3786204159259796","520","520","520"
"1044000","0.3354113698005676","0.3354113698005676","0.3354113698005676","521","521","521"
"1046000","0.39140206575393677","0.39140206575393677","0.39140206575393677","522","522","522"
"1048000","0.12160000205039978","0.12160000205039978","0.12160000205039978","523","523","523"
"1050000","0.39234572649002075","0.39234572649002075","0.39234572649002075","524","524","524"
"1052000","0.21092551946640015","0.21092551946640015","0.21092551946640015","525","525","525"
"1054000","0.08980085700750351","0.08980085700750351","0.08980085700750351","526","526","526"
"1056000","0.33213692903518677","0.33213692903518677","0.33213692903518677","527","527","527"
"1058000","0.2846335768699646","0.2846335768699646","0.2846335768699646","528","528","528"
"1060000","0.1683654934167862","0.1683654934167862","0.1683654934167862","529","529","529"
"1062000","0.5070295333862305","0.5070295333862305","0.5070295333862305","530","530","530"
"1064000","0.39806070923805237","0.39806070923805237","0.39806070923805237","531","531","531"
"1066000","0.12544378638267517","0.12544378638267517","0.12544378638267517","532","532","532"
"1068000","0.4062267243862152","0.4062267243862152","0.4062267243862152","533","533","533"
"1070000","0.3272901475429535","0.3272901475429535","0.3272901475429535","534","534","534"
"1072000","0.33735379576683044","0.33735379576683044","0.33735379576683044","535","535","535"
"1074000","0.28457921743392944","0.28457921743392944","0.28457921743392944","536","536","536"
"1076000","0.42759010195732117","0.42759010195732117","0.42759010195732117","537","537","537"
"1078000","0.13269160687923431","0.13269160687923431","0.13269160687923431","538","538","538"
"1080000","0.41963255405426025","0.41963255405426025","0.41963255405426025","539","539","539"
"1082000","0.2804214656352997","0.2804214656352997","0.2804214656352997","540","540","540"
"1084000","0.27420398592948914","0.27420398592948914","0.27420398592948914","541","541","541"
"1086000","0.3719008266925812","0.3719008266925812","0.3719008266925812","542","542","542"
"1088000","0.44974273443222046","0.44974273443222046","0.44974273443222046","543","543","543"
"1090000","0.18877780437469482","0.18877780437469482","0.18877780437469482","544","544","544"
"1092000","0.39203310012817383","0.39203310012817383","0.39203310012817383","545","545","545"
"1094000","0.1336769014596939","0.1336769014596939","0.1336769014596939","546","546","546"
"1096000","0.17877312004566193","0.17877312004566193","0.17877312004566193","547","547","547"
"1098000","0.3770720362663269","0.3770720362663269","0.3770720362663269","548","548","548"
"1100000","0.1391274482011795","0.1391274482011795","0.1391274482011795","549","549","549"
"1102000","0.08512764424085617","0.08512764424085617","0.08512764424085617","550","550","550"
"1104000","0.0196544099599123","0.0196544099599123","0.0196544099599123","551","551","551"
"1106000","0.10687164217233658","0.10687164217233658","0.10687164217233658","552","552","552"
"1108000","0.06528524309396744","0.06528524309396744","0.06528524309396744","553","553","553"
"1110000","0.2730548679828644","0.2730548679828644","0.2730548679828644","554","554","554"
"1112000","0.3329257667064667","0.3329257667064667","0.3329257667064667","555","555","555"
"1114000","0.15747623145580292","0.15747623145580292","0.15747623145580292","556","556","556"
"1116000","0.42985522747039795","0.42985522747039795","0.42985522747039795","557","557","557"
"1118000","0.15693430602550507","0.15693430602550507","0.15693430602550507","558","558","558"
"1120000","0.22839505970478058","0.22839505970478058","0.22839505970478058","559","559","559"
"1122000","0.2926790416240692","0.2926790416240692","0.2926790416240692","560","560","560"
"1124000","0.2357492595911026","0.2357492595911026","0.2357492595911026","561","561","561"
"1126000","0.13172732293605804","0.13172732293605804","0.13172732293605804","562","562","562"
"1128000","0.19163203239440918","0.19163203239440918","0.19163203239440918","563","563","563"
"1130000","0.13392098248004913","0.13392098248004913","0.13392098248004913","564","564","564"
"1132000","0.07976014167070389","0.07976014167070389","0.07976014167070389","565","565","565"
"1134000","0.22636796534061432","0.22636796534061432","0.22636796534061432","566","566","566"
"1136000","0.2589551508426666","0.2589551508426666","0.2589551508426666","567","567","567"
"1138000","0.21059074997901917","0.21059074997901917","0.21059074997901917","568","568","568"
"1140000","0.33796191215515137","0.33796191215515137","0.33796191215515137","569","569","569"
"1142000","0.2707293629646301","0.2707293629646301","0.2707293629646301","570","570","570"
"1144000","0.1909753829240799","0.1909753829240799","0.1909753829240799","571","571","571"
"1146000","0.34735918045043945","0.34735918045043945","0.34735918045043945","572","572","572"
"1148000","0.09144575893878937","0.09144575893878937","0.09144575893878937","573","573","573"
"1150000","0.31999635696411133","0.31999635696411133","0.31999635696411133","574","574","574"
"1152000","0.18107092380523682","0.18107092380523682","0.18107092380523682","575","575","575"
"1154000","0.20253631472587585","0.20253631472587585","0.20253631472587585","576","576","576"
"1156000","0.3525114059448242","0.3525114059448242","0.3525114059448242","577","577","577"
"1158000","0.2845918536186218","0.2845918536186218","0.2845918536186218","578","578","578"
"1160000","0.10535437613725662","0.10535437613725662","0.10535437613725662","579","579","579"
"1162000","0.29974833130836487","0.29974833130836487","0.29974833130836487","580","580","580"
"1164000","0.3179831802845001","0.3179831802845001","0.3179831802845001","581","581","581"
"1166000","0.2040126919746399","0.2040126919746399","0.2040126919746399","582","582","582"
"1168000","0.20845656096935272","0.20845656096935272","0.20845656096935272","583","583","583"
"1170000","0.35740160942077637","0.35740160942077637","0.35740160942077637","584","584","584"
"1172000","0.2961193025112152","0.2961193025112152","0.2961193025112152","585","585","585"
"1174000","0.17359167337417603","0.17359167337417603","0.17359167337417603","586","586","586"
"1176000","0.2885918617248535","0.2885918617248535","0.2885918617248535","587","587","587"
"1178000","0.355317622423172","0.355317622423172","0.355317622423172","588","588","588"
"1180000","0.06716650724411011","0.06716650724411011","0.06716650724411011","589","589","589"
"1182000","0.19563549757003784","0.19563549757003784","0.19563549757003784","590","590","590"
"1184000","0.2596185505390167","0.2596185505390167","0.2596185505390167","591","591","591"
"1186000","0.2883567214012146","0.2883567214012146","0.2883567214012146","592","592","592"
"1188000","0.390394926071167","0.390394926071167","0.390394926071167","593","593","593"
"1190000","0.15073265135288239","0.15073265135288239","0.15073265135288239","594","594","594"
"1192000","0.42160969972610474","0.42160969972610474","0.42160969972610474","595","595","595"
"1194000","0.11816978454589844","0.11816978454589844","0.11816978454589844","596","596","596"
"1196000","0.3916250765323639","0.3916250765323639","0.3916250765323639","597","597","597"
"1198000","0.26213860511779785","0.26213860511779785","0.26213860511779785","598","598","598"
"1200000","0.27421632409095764","0.27421632409095764","0.27421632409095764","599","599","599"
"1202000","0.3804759681224823","0.3804759681224823","0.3804759681224823","600","600","600"
"1204000","0.38964909315109253","0.38964909315109253","0.38964909315109253","601","601","601"
"1206000","0.07488584518432617","0.07488584518432617","0.07488584518432617","602","602","602"
"1208000","0.23261050879955292","0.23261050879955292","0.23261050879955292","603","603","603"
"1210000","0.16175489127635956","0.16175489127635956","0.16175489127635956","604","604","604"
"1212000","0.12068552523851395","0.12068552523851395","0.12068552523851395","605","605","605"
"1214000","0.2841474115848541","0.2841474115848541","0.2841474115848541","606","606","606"
"1216000","0.34831753373146057","0.34831753373146057","0.34831753373146057","607","607","607"
"1218000","0.16471506655216217","0.16471506655216217","0.16471506655216217","608","608","608"
"1220000","0.3062305450439453","0.3062305450439453","0.3062305450439453","609","609","609"
"1222000","0.39745932817459106","0.39745932817459106","0.39745932817459106","610","610","610"
"1224000","0.15515704452991486","0.15515704452991486","0.15515704452991486","611","611","611"
"1226000","0.09057113528251648","0.09057113528251648","0.09057113528251648","612","612","612"
"1228000","0.1811690479516983","0.1811690479516983","0.1811690479516983","613","613","613"
"1230000","0.16910655796527863","0.16910655796527863","0.16910655796527863","614","614","614"
"1232000","0.3094881772994995","0.3094881772994995","0.3094881772994995","615","615","615"
"1234000","0.25489169359207153","0.25489169359207153","0.25489169359207153","616","616","616"
"1236000","0.37393540143966675","0.37393540143966675","0.37393540143966675","617","617","617"
"1238000","0.23313729465007782","0.23313729465007782","0.23313729465007782","618","618","618"
"1240000","0.3703119158744812","0.3703119158744812","0.3703119158744812","619","619","619"
"1242000","0.051041360944509506","0.051041360944509506","0.051041360944509506","620","620","620"
"1244000","0.35007911920547485","0.35007911920547485","0.35007911920547485","621","621","621"
"1246000","0.39333659410476685","0.39333659410476685","0.39333659410476685","622","622","622"
"1248000","0.30790284276008606","0.30790284276008606","0.30790284276008606","623","623","623"
"1250000","0.36112311482429504","0.36112311482429504","0.36112311482429504","624","624","624"
"1252000","0.3881029784679413","0.3881029784679413","0.3881029784679413","625","625","625"
"1254000","0.1432761251926422","0.1432761251926422","0.1432761251926422","626","626","626"
"1256000","0.37292730808258057","0.37292730808258057","0.37292730808258057","627","627","627"
"1258000","0.30114272236824036","0.30114272236824036","0.30114272236824036","628","628","628"
"1260000","0.3086269795894623","0.3086269795894623","0.3086269795894623","629","629","629"
"1262000","0.3675437271595001","0.3675437271595001","0.3675437271595001","630","630","630"
"1264000","0.15459999442100525","0.15459999442100525","0.15459999442100525","631","631","631"
"1266000","0.30857568979263306","0.30857568979263306","0.30857568979263306","632","632","632"
"1268000","0.053476981818675995","0.053476981818675995","0.053476981818675995","633","633","633"
"1270000","0.3725130259990692","0.3725130259990692","0.3725130259990692","634","634","634"
"1272000","0.5109696984291077","0.5109696984291077","0.5109696984291077","635","635","635"
"1274000","0.28313636779785156","0.28313636779785156","0.28313636779785156","636","636","636"
"1276000","0.3695530593395233","0.3695530593395233","0.3695530593395233","637","637","637"
"1278000","0.3030490577220917","0.3030490577220917","0.3030490577220917","638","638","638"
"1280000","0.29057735204696655","0.29057735204696655","0.29057735204696655","639","639","639"
"1282000","0.26487845182418823","0.26487845182418823","0.26487845182418823","640","640","640"
"1284000","0.07526006549596786","0.07526006549596786","0.07526006549596786","641","641","641"
"1286000","0.338174968957901","0.338174968957901","0.338174968957901","642","642","642"
"1288000","0.3873673975467682","0.3873673975467682","0.3873673975467682","643","643","643"
"1290000","0.14954917132854462","0.14954917132854462","0.14954917132854462","644","644","644"
"1292000","0.32697319984436035","0.32697319984436035","0.32697319984436035","645","645","645"
"1294000","0.16358627378940582","0.16358627378940582","0.16358627378940582","646","646","646"
"1296000","0.40758875012397766","0.40758875012397766","0.40758875012397766","647","647","647"
"1298000","0.260869562625885","0.260869562625885","0.260869562625885","648","648","648"
"1300000","0.3154182434082031","0.3154182434082031","0.3154182434082031","649","649","649"
"1302000","0.12273384630680084","0.12273384630680084","0.12273384630680084","650","650","650"
"1304000","0.1795281022787094","0.1795281022787094","0.1795281022787094","651","651","651"
"1306000","0.361488401889801","0.361488401889801","0.361488401889801","652","652","652"
"1308000","0.10735294222831726","0.10735294222831726","0.10735294222831726","653","653","653"
"1310000","0.11738336086273193","0.11738336086273193","0.11738336086273193","654","654","654"
"1312000","0.2753039300441742","0.2753039300441742","0.2753039300441742","655","655","655"
"1314000","0.21032875776290894","0.21032875776290894","0.21032875776290894","656","656","656"
"1316000","0.33416295051574707","0.33416295051574707","0.33416295051574707","657","657","657"
"1318000","0.3120095729827881","0.3120095729827881","0.3120095729827881","658","658","658"
"1320000","0.3192972242832184","0.3192972242832184","0.3192972242832184","659","659","659"
"1322000","0.13805073499679565","0.13805073499679565","0.13805073499679565","660","660","660"
"1324000","0.3041955828666687","0.3041955828666687","0.3041955828666687","661","661","661"
"1326000","0.2956707179546356","0.2956707179546356","0.2956707179546356","662","662","662"
"1328000","0.03654622659087181","0.03654622659087181","0.03654622659087181","663","663","663"
"1330000","0.4310154616832733","0.4310154616832733","0.4310154616832733","664","664","664"
"1332000","0.4179184138774872","0.4179184138774872","0.4179184138774872","665","665","665"
"1334000","0.35763075947761536","0.35763075947761536","0.35763075947761536","666","666","666"
"1336000","0.2021530121564865","0.2021530121564865","0.2021530121564865","667","667","667"
"1338000","0.1025184914469719","0.1025184914469719","0.1025184914469719","668","668","668"
"1340000","0.3160876929759979","0.3160876929759979","0.3160876929759979","669","669","669"
"1342000","0.139413982629776","0.139413982629776","0.139413982629776","670","670","670"
"1344000","0.16947819292545319","0.16947819292545319","0.16947819292545319","671","671","671"
"1346000","0.2428806722164154","0.2428806722164154","0.2428806722164154","672","672","672"
"1348000","0.3553726077079773","0.3553726077079773","0.3553726077079773","673","673","673"
"1350000","0.40706807374954224","0.40706807374954224","0.40706807374954224","674","674","674"
"1352000","0.4099757671356201","0.4099757671356201","0.4099757671356201","675","675","675"
"1354000","0.37213483452796936","0.37213483452796936","0.37213483452796936","676","676","676"
"1356000","0.4340191185474396","0.4340191185474396","0.4340191185474396","677","677","677"
"1358000","0.5298122763633728","0.5298122763633728","0.5298122763633728","678","678","678"
"1360000","0.14415283501148224","0.14415283501148224","0.14415283501148224","679","679","679"
"1362000","0.36305296421051025","0.36305296421051025","0.36305296421051025","680","680","680"
"1364000","0.2613595128059387","0.2613595128059387","0.2613595128059387","681","681","681"
"1366000","0.2726706862449646","0.2726706862449646","0.2726706862449646","682","682","682"
"1368000","0.04892612248659134","0.04892612248659134","0.04892612248659134","683","683","683"
"1370000","0.39269086718559265","0.39269086718559265","0.39269086718559265","684","684","684"
"1372000","0.3745047450065613","0.3745047450065613","0.3745047450065613","685","685","685"
"1374000","0.5454308986663818","0.5454308986663818","0.5454308986663818","686","686","686"
"1376000","0.2673206031322479","0.2673206031322479","0.2673206031322479","687","687","687"
"1378000","0.1549464911222458","0.1549464911222458","0.1549464911222458","688","688","688"
"1380000","0.193810373544693","0.193810373544693","0.193810373544693","689","689","689"
"1382000","0.22060424089431763","0.22060424089431763","0.22060424089431763","690","690","690"
"1384000","0.4967075288295746","0.4967075288295746","0.4967075288295746","691","691","691"
"1386000","0.27106064558029175","0.27106064558029175","0.27106064558029175","692","692","692"
"1388000","0.09899026155471802","0.09899026155471802","0.09899026155471802","693","693","693"
"1390000","0.2668668329715729","0.2668668329715729","0.2668668329715729","694","694","694"
"1392000","0.28205329179763794","0.28205329179763794","0.28205329179763794","695","695","695"
"1394000","0.50758957862854","0.50758957862854","0.50758957862854","696","696","696"
"1396000","0.12457627058029175","0.12457627058029175","0.12457627058029175","697","697","697"
"1398000","0.42101815342903137","0.42101815342903137","0.42101815342903137","698","698","698"
"1400000","0.43507152795791626","0.43507152795791626","0.43507152795791626","699","699","699"
"1402000","0.31499364972114563","0.31499364972114563","0.31499364972114563","700","700","700"
"1404000","0.31196531653404236","0.31196531653404236","0.31196531653404236","701","701","701"
"1406000","0.17037037014961243","0.17037037014961243","0.17037037014961243","702","702","702"
"1408000","0.31940391659736633","0.31940391659736633","0.31940391659736633","703","703","703"
"1410000","0.30348214507102966","0.30348214507102966","0.30348214507102966","704","704","704"
"1412000","0.40173277258872986","0.40173277258872986","0.40173277258872986","705","705","705"
"1414000","0.07384831458330154","0.07384831458330154","0.07384831458330154","706","706","706"
"1416000","0.0682205781340599","0.0682205781340599","0.0682205781340599","707","707","707"
"1418000","0.27838799357414246","0.27838799357414246","0.27838799357414246","708","708","708"
"1420000","0.438460111618042","0.438460111618042","0.438460111618042","709","709","709"
"1422000","0.3373236060142517","0.3373236060142517","0.3373236060142517","710","710","710"
"1424000","0.4547079801559448","0.4547079801559448","0.4547079801559448","711","711","711"
"1426000","0.4032113552093506","0.4032113552093506","0.4032113552093506","712","712","712"
"1428000","0.32103848457336426","0.32103848457336426","0.32103848457336426","713","713","713"
"1430000","0.14947441220283508","0.14947441220283508","0.14947441220283508","714","714","714"
"1432000","0.3520326316356659","0.3520326316356659","0.3520326316356659","715","715","715"
"1434000","0.3357373774051666","0.3357373774051666","0.3357373774051666","716","716","716"
"1436000","0.2883739173412323","0.2883739173412323","0.2883739173412323","717","717","717"
"1438000","0.31945985555648804","0.31945985555648804","0.31945985555648804","718","718","718"
"1440000","0.2079385370016098","0.2079385370016098","0.2079385370016098","719","719","719"
"1442000","0.09021029621362686","0.09021029621362686","0.09021029621362686","720","720","720"
"1444000","0.14590305089950562","0.14590305089950562","0.14590305089950562","721","721","721"
"1446000","0.366187185049057","0.366187185049057","0.366187185049057","722","722","722"
