"global_step","251221_DQN - train/final_feat_cross","251221_DQN - train/final_feat_cross__MIN","251221_DQN - train/final_feat_cross__MAX","251221_DQN - _step","251221_DQN - _step__MIN","251221_DQN - _step__MAX"
"1470000","2.122019052505493","2.122019052505493","2.122019052505493","734","734","734"
"1472000","2.141172170639038","2.141172170639038","2.141172170639038","735","735","735"
"1474000","2.086029052734375","2.086029052734375","2.086029052734375","736","736","736"
"1476000","1.8130474090576172","1.8130474090576172","1.8130474090576172","737","737","737"
"1478000","2.189069986343384","2.189069986343384","2.189069986343384","738","738","738"
"1480000","2.130016326904297","2.130016326904297","2.130016326904297","739","739","739"
"1482000","2.0472474098205566","2.0472474098205566","2.0472474098205566","740","740","740"
"1484000","2.1048595905303955","2.1048595905303955","2.1048595905303955","741","741","741"
"1486000","2.0407354831695557","2.0407354831695557","2.0407354831695557","742","742","742"
"1488000","2.1277430057525635","2.1277430057525635","2.1277430057525635","743","743","743"
"1490000","1.9418493509292603","1.9418493509292603","1.9418493509292603","744","744","744"
"1492000","1.8168582916259766","1.8168582916259766","1.8168582916259766","745","745","745"
"1494000","2.025442123413086","2.025442123413086","2.025442123413086","746","746","746"
"1496000","1.9883278608322144","1.9883278608322144","1.9883278608322144","747","747","747"
"1498000","1.9323562383651733","1.9323562383651733","1.9323562383651733","749","749","749"
"1500000","2.280951738357544","2.280951738357544","2.280951738357544","750","750","750"
