"global_step","251221_DQN - rollout/exploration_rate","251221_DQN - rollout/exploration_rate__MIN","251221_DQN - rollout/exploration_rate__MAX","251221_DQN - _step","251221_DQN - _step__MIN","251221_DQN - _step__MAX"
"1428000","0.05000000074505806","0.05000000074505806","0.05000000074505806","713","713","713"
"1430000","0.05000000074505806","0.05000000074505806","0.05000000074505806","714","714","714"
"1432000","0.05000000074505806","0.05000000074505806","0.05000000074505806","715","715","715"
"1434000","0.05000000074505806","0.05000000074505806","0.05000000074505806","716","716","716"
"1436000","0.05000000074505806","0.05000000074505806","0.05000000074505806","717","717","717"
"1438000","0.05000000074505806","0.05000000074505806","0.05000000074505806","718","718","718"
"1440000","0.05000000074505806","0.05000000074505806","0.05000000074505806","719","719","719"
"1442000","0.05000000074505806","0.05000000074505806","0.05000000074505806","720","720","720"
"1444000","0.05000000074505806","0.05000000074505806","0.05000000074505806","721","721","721"
"1446000","0.05000000074505806","0.05000000074505806","0.05000000074505806","722","722","722"
"1448000","0.05000000074505806","0.05000000074505806","0.05000000074505806","723","723","723"
"1450000","0.05000000074505806","0.05000000074505806","0.05000000074505806","724","724","724"
"1452000","0.05000000074505806","0.05000000074505806","0.05000000074505806","725","725","725"
"1454000","0.05000000074505806","0.05000000074505806","0.05000000074505806","726","726","726"
"1456000","0.05000000074505806","0.05000000074505806","0.05000000074505806","727","727","727"
"1458000","0.05000000074505806","0.05000000074505806","0.05000000074505806","728","728","728"
"1460000","0.05000000074505806","0.05000000074505806","0.05000000074505806","729","729","729"
"1462000","0.05000000074505806","0.05000000074505806","0.05000000074505806","730","730","730"
"1464000","0.05000000074505806","0.05000000074505806","0.05000000074505806","731","731","731"
"1466000","0.05000000074505806","0.05000000074505806","0.05000000074505806","732","732","732"
"1468000","0.05000000074505806","0.05000000074505806","0.05000000074505806","733","733","733"
"1470000","0.05000000074505806","0.05000000074505806","0.05000000074505806","734","734","734"
"1472000","0.05000000074505806","0.05000000074505806","0.05000000074505806","735","735","735"
"1474000","0.05000000074505806","0.05000000074505806","0.05000000074505806","736","736","736"
"1476000","0.05000000074505806","0.05000000074505806","0.05000000074505806","737","737","737"
"1478000","0.05000000074505806","0.05000000074505806","0.05000000074505806","738","738","738"
"1480000","0.05000000074505806","0.05000000074505806","0.05000000074505806","739","739","739"
"1482000","0.05000000074505806","0.05000000074505806","0.05000000074505806","740","740","740"
"1484000","0.05000000074505806","0.05000000074505806","0.05000000074505806","741","741","741"
"1486000","0.05000000074505806","0.05000000074505806","0.05000000074505806","742","742","742"
"1488000","0.05000000074505806","0.05000000074505806","0.05000000074505806","743","743","743"
"1490000","0.05000000074505806","0.05000000074505806","0.05000000074505806","744","744","744"
"1492000","0.05000000074505806","0.05000000074505806","0.05000000074505806","745","745","745"
"1494000","0.05000000074505806","0.05000000074505806","0.05000000074505806","746","746","746"
"1496000","0.05000000074505806","0.05000000074505806","0.05000000074505806","747","747","747"
"1498000","0.05000000074505806","0.05000000074505806","0.05000000074505806","749","749","749"
"1500000","0.05000000074505806","0.05000000074505806","0.05000000074505806","750","750","750"
