"global_step","251221_DQN - rollout/ep_rew_mean","251221_DQN - rollout/ep_rew_mean__MIN","251221_DQN - rollout/ep_rew_mean__MAX","251221_DQN - _step","251221_DQN - _step__MIN","251221_DQN - _step__MAX"
"730000","-206.64308166503906","-206.64308166503906","-206.64308166503906","364","364","364"
"732000","-208.44805908203125","-208.44805908203125","-208.44805908203125","365","365","365"
"734000","-209.04763793945312","-209.04763793945312","-209.04763793945312","366","366","366"
"736000","-207.93038940429688","-207.93038940429688","-207.93038940429688","367","367","367"
"738000","-204.31439208984375","-204.31439208984375","-204.31439208984375","368","368","368"
"740000","-202.357421875","-202.357421875","-202.357421875","369","369","369"
"742000","-196.68223571777344","-196.68223571777344","-196.68223571777344","370","370","370"
"744000","-187.636474609375","-187.636474609375","-187.636474609375","371","371","371"
"746000","-191.7299041748047","-191.7299041748047","-191.7299041748047","372","372","372"
"748000","-194.26882934570312","-194.26882934570312","-194.26882934570312","373","373","373"
"750000","-196.29254150390625","-196.29254150390625","-196.29254150390625","374","374","374"
"752000","-201.08578491210938","-201.08578491210938","-201.08578491210938","375","375","375"
"754000","-210.87277221679688","-210.87277221679688","-210.87277221679688","376","376","376"
"756000","-214.02598571777344","-214.02598571777344","-214.02598571777344","377","377","377"
"758000","-213.8920135498047","-213.8920135498047","-213.8920135498047","378","378","378"
"760000","-208.87594604492188","-208.87594604492188","-208.87594604492188","379","379","379"
"762000","-207.22593688964844","-207.22593688964844","-207.22593688964844","380","380","380"
"764000","-205.00221252441406","-205.00221252441406","-205.00221252441406","381","381","381"
"766000","-209.88331604003906","-209.88331604003906","-209.88331604003906","382","382","382"
"768000","-205.4907684326172","-205.4907684326172","-205.4907684326172","383","383","383"
"770000","-199.98825073242188","-199.98825073242188","-199.98825073242188","384","384","384"
"772000","-198.0210723876953","-198.0210723876953","-198.0210723876953","385","385","385"
"774000","-203.94940185546875","-203.94940185546875","-203.94940185546875","386","386","386"
"776000","-195.61094665527344","-195.61094665527344","-195.61094665527344","387","387","387"
"778000","-198.03147888183594","-198.03147888183594","-198.03147888183594","388","388","388"
"780000","-185.22946166992188","-185.22946166992188","-185.22946166992188","389","389","389"
"782000","-181.56292724609375","-181.56292724609375","-181.56292724609375","390","390","390"
"784000","-182.014404296875","-182.014404296875","-182.014404296875","391","391","391"
"786000","-183.80484008789062","-183.80484008789062","-183.80484008789062","392","392","392"
"788000","-185.7200164794922","-185.7200164794922","-185.7200164794922","393","393","393"
"790000","-185.4757537841797","-185.4757537841797","-185.4757537841797","394","394","394"
"792000","-187.1008758544922","-187.1008758544922","-187.1008758544922","395","395","395"
"794000","-195.18685913085938","-195.18685913085938","-195.18685913085938","396","396","396"
"796000","-188.64244079589844","-188.64244079589844","-188.64244079589844","397","397","397"
"798000","-189.15081787109375","-189.15081787109375","-189.15081787109375","398","398","398"
"800000","-190.0496826171875","-190.0496826171875","-190.0496826171875","399","399","399"
"802000","-194.1649169921875","-194.1649169921875","-194.1649169921875","400","400","400"
"804000","-183.12322998046875","-183.12322998046875","-183.12322998046875","401","401","401"
"806000","-174.830322265625","-174.830322265625","-174.830322265625","402","402","402"
"808000","-176.97979736328125","-176.97979736328125","-176.97979736328125","403","403","403"
"810000","-180.55027770996094","-180.55027770996094","-180.55027770996094","404","404","404"
"812000","-183.8419952392578","-183.8419952392578","-183.8419952392578","405","405","405"
"814000","-180.11648559570312","-180.11648559570312","-180.11648559570312","406","406","406"
"816000","-173.0498504638672","-173.0498504638672","-173.0498504638672","407","407","407"
"818000","-174.70675659179688","-174.70675659179688","-174.70675659179688","408","408","408"
"820000","-178.09814453125","-178.09814453125","-178.09814453125","409","409","409"
"822000","-184.3982391357422","-184.3982391357422","-184.3982391357422","410","410","410"
"824000","-182.553955078125","-182.553955078125","-182.553955078125","411","411","411"
"826000","-190.07266235351562","-190.07266235351562","-190.07266235351562","412","412","412"
"828000","-187.82742309570312","-187.82742309570312","-187.82742309570312","413","413","413"
"830000","-196.19866943359375","-196.19866943359375","-196.19866943359375","414","414","414"
"832000","-201.1842498779297","-201.1842498779297","-201.1842498779297","415","415","415"
"834000","-200.51214599609375","-200.51214599609375","-200.51214599609375","416","416","416"
"836000","-216.75946044921875","-216.75946044921875","-216.75946044921875","417","417","417"
"838000","-224.8297882080078","-224.8297882080078","-224.8297882080078","418","418","418"
"840000","-220.1136016845703","-220.1136016845703","-220.1136016845703","419","419","419"
"842000","-219.27047729492188","-219.27047729492188","-219.27047729492188","420","420","420"
"844000","-221.91622924804688","-221.91622924804688","-221.91622924804688","421","421","421"
"846000","-224.68548583984375","-224.68548583984375","-224.68548583984375","422","422","422"
"848000","-225.39817810058594","-225.39817810058594","-225.39817810058594","423","423","423"
"850000","-220.08251953125","-220.08251953125","-220.08251953125","424","424","424"
"852000","-224.44618225097656","-224.44618225097656","-224.44618225097656","425","425","425"
"854000","-224.76895141601562","-224.76895141601562","-224.76895141601562","426","426","426"
"856000","-227.40989685058594","-227.40989685058594","-227.40989685058594","427","427","427"
"858000","-230.67832946777344","-230.67832946777344","-230.67832946777344","428","428","428"
"860000","-220.5784912109375","-220.5784912109375","-220.5784912109375","429","429","429"
"862000","-220.23492431640625","-220.23492431640625","-220.23492431640625","430","430","430"
"864000","-224.63748168945312","-224.63748168945312","-224.63748168945312","431","431","431"
"866000","-232.10147094726562","-232.10147094726562","-232.10147094726562","432","432","432"
"868000","-239.76260375976562","-239.76260375976562","-239.76260375976562","433","433","433"
"870000","-240.95260620117188","-240.95260620117188","-240.95260620117188","434","434","434"
"872000","-235.24911499023438","-235.24911499023438","-235.24911499023438","435","435","435"
"874000","-241.0592041015625","-241.0592041015625","-241.0592041015625","436","436","436"
"876000","-242.9391326904297","-242.9391326904297","-242.9391326904297","437","437","437"
"878000","-245.95535278320312","-245.95535278320312","-245.95535278320312","438","438","438"
"880000","-245.52972412109375","-245.52972412109375","-245.52972412109375","439","439","439"
"882000","-238.41380310058594","-238.41380310058594","-238.41380310058594","440","440","440"
"884000","-238.71205139160156","-238.71205139160156","-238.71205139160156","441","441","441"
"886000","-230.53567504882812","-230.53567504882812","-230.53567504882812","442","442","442"
"888000","-222.75502014160156","-222.75502014160156","-222.75502014160156","443","443","443"
"890000","-223.2360076904297","-223.2360076904297","-223.2360076904297","444","444","444"
"892000","-222.3787078857422","-222.3787078857422","-222.3787078857422","445","445","445"
"894000","-214.9403839111328","-214.9403839111328","-214.9403839111328","446","446","446"
"896000","-219.76084899902344","-219.76084899902344","-219.76084899902344","447","447","447"
"898000","-218.83526611328125","-218.83526611328125","-218.83526611328125","448","448","448"
"900000","-224.21946716308594","-224.21946716308594","-224.21946716308594","449","449","449"
"902000","-220.34283447265625","-220.34283447265625","-220.34283447265625","450","450","450"
"904000","-227.08290100097656","-227.08290100097656","-227.08290100097656","451","451","451"
"906000","-230.69004821777344","-230.69004821777344","-230.69004821777344","452","452","452"
"908000","-230.52236938476562","-230.52236938476562","-230.52236938476562","453","453","453"
"910000","-232.46449279785156","-232.46449279785156","-232.46449279785156","454","454","454"
"912000","-242.39846801757812","-242.39846801757812","-242.39846801757812","455","455","455"
"914000","-242.70420837402344","-242.70420837402344","-242.70420837402344","456","456","456"
"916000","-240.0662841796875","-240.0662841796875","-240.0662841796875","457","457","457"
"918000","-230.7376251220703","-230.7376251220703","-230.7376251220703","458","458","458"
"920000","-226.94781494140625","-226.94781494140625","-226.94781494140625","459","459","459"
"922000","-224.77200317382812","-224.77200317382812","-224.77200317382812","460","460","460"
"924000","-222.47962951660156","-222.47962951660156","-222.47962951660156","461","461","461"
"926000","-219.32186889648438","-219.32186889648438","-219.32186889648438","462","462","462"
"928000","-213.8704833984375","-213.8704833984375","-213.8704833984375","463","463","463"
"930000","-213.75440979003906","-213.75440979003906","-213.75440979003906","464","464","464"
"932000","-213.8448028564453","-213.8448028564453","-213.8448028564453","465","465","465"
"934000","-211.90863037109375","-211.90863037109375","-211.90863037109375","466","466","466"
"936000","-202.85218811035156","-202.85218811035156","-202.85218811035156","467","467","467"
"938000","-213.0567169189453","-213.0567169189453","-213.0567169189453","468","468","468"
"940000","-211.6934051513672","-211.6934051513672","-211.6934051513672","469","469","469"
"942000","-205.77232360839844","-205.77232360839844","-205.77232360839844","470","470","470"
"944000","-210.64547729492188","-210.64547729492188","-210.64547729492188","471","471","471"
"946000","-204.49073791503906","-204.49073791503906","-204.49073791503906","472","472","472"
"948000","-202.17523193359375","-202.17523193359375","-202.17523193359375","473","473","473"
"950000","-207.62173461914062","-207.62173461914062","-207.62173461914062","474","474","474"
"952000","-205.60585021972656","-205.60585021972656","-205.60585021972656","475","475","475"
"954000","-204.78622436523438","-204.78622436523438","-204.78622436523438","476","476","476"
"956000","-204.064453125","-204.064453125","-204.064453125","477","477","477"
"958000","-204.0664825439453","-204.0664825439453","-204.0664825439453","478","478","478"
"960000","-203.80624389648438","-203.80624389648438","-203.80624389648438","479","479","479"
"962000","-195.51641845703125","-195.51641845703125","-195.51641845703125","480","480","480"
"964000","-199.46096801757812","-199.46096801757812","-199.46096801757812","481","481","481"
"966000","-197.4437255859375","-197.4437255859375","-197.4437255859375","482","482","482"
"968000","-202.28050231933594","-202.28050231933594","-202.28050231933594","483","483","483"
"970000","-207.59532165527344","-207.59532165527344","-207.59532165527344","484","484","484"
"972000","-213.58819580078125","-213.58819580078125","-213.58819580078125","485","485","485"
"974000","-215.3734588623047","-215.3734588623047","-215.3734588623047","486","486","486"
"976000","-216.39439392089844","-216.39439392089844","-216.39439392089844","487","487","487"
"978000","-228.0686798095703","-228.0686798095703","-228.0686798095703","488","488","488"
"980000","-226.22955322265625","-226.22955322265625","-226.22955322265625","489","489","489"
"982000","-226.8146514892578","-226.8146514892578","-226.8146514892578","490","490","490"
"984000","-231.76431274414062","-231.76431274414062","-231.76431274414062","491","491","491"
"986000","-235.3159637451172","-235.3159637451172","-235.3159637451172","492","492","492"
"988000","-225.69171142578125","-225.69171142578125","-225.69171142578125","493","493","493"
"990000","-226.12384033203125","-226.12384033203125","-226.12384033203125","494","494","494"
"992000","-235.1322479248047","-235.1322479248047","-235.1322479248047","495","495","495"
"994000","-230.9331512451172","-230.9331512451172","-230.9331512451172","496","496","496"
"996000","-232.66989135742188","-232.66989135742188","-232.66989135742188","497","497","497"
"998000","-234.0087127685547","-234.0087127685547","-234.0087127685547","498","498","498"
"1000000","-227.11944580078125","-227.11944580078125","-227.11944580078125","499","499","499"
"1002000","-226.88792419433594","-226.88792419433594","-226.88792419433594","500","500","500"
"1004000","-225.0125274658203","-225.0125274658203","-225.0125274658203","501","501","501"
"1006000","-222.8336944580078","-222.8336944580078","-222.8336944580078","502","502","502"
"1008000","-224.37237548828125","-224.37237548828125","-224.37237548828125","503","503","503"
"1010000","-223.54568481445312","-223.54568481445312","-223.54568481445312","504","504","504"
"1012000","-218.76571655273438","-218.76571655273438","-218.76571655273438","505","505","505"
"1014000","-218.57908630371094","-218.57908630371094","-218.57908630371094","506","506","506"
"1016000","-217.1669158935547","-217.1669158935547","-217.1669158935547","507","507","507"
"1018000","-212.41934204101562","-212.41934204101562","-212.41934204101562","508","508","508"
"1020000","-210.375244140625","-210.375244140625","-210.375244140625","509","509","509"
"1022000","-205.4074249267578","-205.4074249267578","-205.4074249267578","510","510","510"
"1024000","-201.34378051757812","-201.34378051757812","-201.34378051757812","511","511","511"
"1026000","-201.80545043945312","-201.80545043945312","-201.80545043945312","512","512","512"
"1028000","-196.37022399902344","-196.37022399902344","-196.37022399902344","513","513","513"
"1030000","-195.13636779785156","-195.13636779785156","-195.13636779785156","514","514","514"
"1032000","-206.55328369140625","-206.55328369140625","-206.55328369140625","515","515","515"
"1034000","-201.42355346679688","-201.42355346679688","-201.42355346679688","516","516","516"
"1036000","-197.70526123046875","-197.70526123046875","-197.70526123046875","517","517","517"
"1038000","-207.18728637695312","-207.18728637695312","-207.18728637695312","518","518","518"
"1040000","-202.69403076171875","-202.69403076171875","-202.69403076171875","519","519","519"
"1042000","-203.83128356933594","-203.83128356933594","-203.83128356933594","520","520","520"
"1044000","-207.40643310546875","-207.40643310546875","-207.40643310546875","521","521","521"
"1046000","-216.11123657226562","-216.11123657226562","-216.11123657226562","522","522","522"
"1048000","-217.19491577148438","-217.19491577148438","-217.19491577148438","523","523","523"
"1050000","-223.01670837402344","-223.01670837402344","-223.01670837402344","524","524","524"
"1052000","-226.7283935546875","-226.7283935546875","-226.7283935546875","525","525","525"
"1054000","-226.8261260986328","-226.8261260986328","-226.8261260986328","526","526","526"
"1056000","-230.2606201171875","-230.2606201171875","-230.2606201171875","527","527","527"
"1058000","-227.74058532714844","-227.74058532714844","-227.74058532714844","528","528","528"
"1060000","-234.23919677734375","-234.23919677734375","-234.23919677734375","529","529","529"
"1062000","-234.9954376220703","-234.9954376220703","-234.9954376220703","530","530","530"
"1064000","-227.7418212890625","-227.7418212890625","-227.7418212890625","531","531","531"
"1066000","-230.07302856445312","-230.07302856445312","-230.07302856445312","532","532","532"
"1068000","-232.42921447753906","-232.42921447753906","-232.42921447753906","533","533","533"
"1070000","-235.04368591308594","-235.04368591308594","-235.04368591308594","534","534","534"
"1072000","-240.58316040039062","-240.58316040039062","-240.58316040039062","535","535","535"
"1074000","-241.0287628173828","-241.0287628173828","-241.0287628173828","536","536","536"
"1076000","-248.04502868652344","-248.04502868652344","-248.04502868652344","537","537","537"
"1078000","-244.12261962890625","-244.12261962890625","-244.12261962890625","538","538","538"
"1080000","-241.32012939453125","-241.32012939453125","-241.32012939453125","539","539","539"
"1082000","-236.3610382080078","-236.3610382080078","-236.3610382080078","540","540","540"
"1084000","-236.6200714111328","-236.6200714111328","-236.6200714111328","541","541","541"
"1086000","-243.2529296875","-243.2529296875","-243.2529296875","542","542","542"
"1088000","-235.45167541503906","-235.45167541503906","-235.45167541503906","543","543","543"
"1090000","-236.326416015625","-236.326416015625","-236.326416015625","544","544","544"
"1092000","-234.653564453125","-234.653564453125","-234.653564453125","545","545","545"
"1094000","-232.97068786621094","-232.97068786621094","-232.97068786621094","546","546","546"
"1096000","-228.88949584960938","-228.88949584960938","-228.88949584960938","547","547","547"
"1098000","-227.84686279296875","-227.84686279296875","-227.84686279296875","548","548","548"
"1100000","-224.84165954589844","-224.84165954589844","-224.84165954589844","549","549","549"
"1102000","-218.4050750732422","-218.4050750732422","-218.4050750732422","550","550","550"
"1104000","-217.7101287841797","-217.7101287841797","-217.7101287841797","551","551","551"
"1106000","-218.62359619140625","-218.62359619140625","-218.62359619140625","552","552","552"
"1108000","-222.4610137939453","-222.4610137939453","-222.4610137939453","553","553","553"
"1110000","-217.2051544189453","-217.2051544189453","-217.2051544189453","554","554","554"
"1112000","-220.19631958007812","-220.19631958007812","-220.19631958007812","555","555","555"
"1114000","-220.9672393798828","-220.9672393798828","-220.9672393798828","556","556","556"
"1116000","-214.36090087890625","-214.36090087890625","-214.36090087890625","557","557","557"
"1118000","-219.42745971679688","-219.42745971679688","-219.42745971679688","558","558","558"
"1120000","-219.1843719482422","-219.1843719482422","-219.1843719482422","559","559","559"
"1122000","-220.34130859375","-220.34130859375","-220.34130859375","560","560","560"
"1124000","-219.8625030517578","-219.8625030517578","-219.8625030517578","561","561","561"
"1126000","-214.4878387451172","-214.4878387451172","-214.4878387451172","562","562","562"
"1128000","-219.2464141845703","-219.2464141845703","-219.2464141845703","563","563","563"
"1130000","-226.52415466308594","-226.52415466308594","-226.52415466308594","564","564","564"
"1132000","-222.07943725585938","-222.07943725585938","-222.07943725585938","565","565","565"
"1134000","-222.3288116455078","-222.3288116455078","-222.3288116455078","566","566","566"
"1136000","-222.1953887939453","-222.1953887939453","-222.1953887939453","567","567","567"
"1138000","-225.15701293945312","-225.15701293945312","-225.15701293945312","568","568","568"
"1140000","-234.2620849609375","-234.2620849609375","-234.2620849609375","569","569","569"
"1142000","-230.250732421875","-230.250732421875","-230.250732421875","570","570","570"
"1144000","-225.3047332763672","-225.3047332763672","-225.3047332763672","571","571","571"
"1146000","-224.45481872558594","-224.45481872558594","-224.45481872558594","572","572","572"
"1148000","-229.94960021972656","-229.94960021972656","-229.94960021972656","573","573","573"
"1150000","-235.6676483154297","-235.6676483154297","-235.6676483154297","574","574","574"
"1152000","-242.7648162841797","-242.7648162841797","-242.7648162841797","575","575","575"
"1154000","-247.06033325195312","-247.06033325195312","-247.06033325195312","576","576","576"
"1156000","-252.07191467285156","-252.07191467285156","-252.07191467285156","577","577","577"
"1158000","-247.66807556152344","-247.66807556152344","-247.66807556152344","578","578","578"
"1160000","-249.4188690185547","-249.4188690185547","-249.4188690185547","579","579","579"
"1162000","-245.0074005126953","-245.0074005126953","-245.0074005126953","580","580","580"
"1164000","-247.65219116210938","-247.65219116210938","-247.65219116210938","581","581","581"
"1166000","-256.6656188964844","-256.6656188964844","-256.6656188964844","582","582","582"
"1168000","-259.25091552734375","-259.25091552734375","-259.25091552734375","583","583","583"
"1170000","-256.0020751953125","-256.0020751953125","-256.0020751953125","584","584","584"
"1172000","-254.40167236328125","-254.40167236328125","-254.40167236328125","585","585","585"
"1174000","-260.11016845703125","-260.11016845703125","-260.11016845703125","586","586","586"
"1176000","-256.5708923339844","-256.5708923339844","-256.5708923339844","587","587","587"
"1178000","-254.48838806152344","-254.48838806152344","-254.48838806152344","588","588","588"
"1180000","-255.05845642089844","-255.05845642089844","-255.05845642089844","589","589","589"
"1182000","-249.50277709960938","-249.50277709960938","-249.50277709960938","590","590","590"
"1184000","-252.40040588378906","-252.40040588378906","-252.40040588378906","591","591","591"
"1186000","-253.55018615722656","-253.55018615722656","-253.55018615722656","592","592","592"
"1188000","-254.7797088623047","-254.7797088623047","-254.7797088623047","593","593","593"
"1190000","-250.03030395507812","-250.03030395507812","-250.03030395507812","594","594","594"
"1192000","-251.1212158203125","-251.1212158203125","-251.1212158203125","595","595","595"
"1194000","-263.36602783203125","-263.36602783203125","-263.36602783203125","596","596","596"
"1196000","-262.1295471191406","-262.1295471191406","-262.1295471191406","597","597","597"
"1198000","-253.97152709960938","-253.97152709960938","-253.97152709960938","598","598","598"
"1200000","-248.64686584472656","-248.64686584472656","-248.64686584472656","599","599","599"
"1202000","-242.5149383544922","-242.5149383544922","-242.5149383544922","600","600","600"
"1204000","-241.541015625","-241.541015625","-241.541015625","601","601","601"
"1206000","-237.36178588867188","-237.36178588867188","-237.36178588867188","602","602","602"
"1208000","-237.06532287597656","-237.06532287597656","-237.06532287597656","603","603","603"
"1210000","-235.00015258789062","-235.00015258789062","-235.00015258789062","604","604","604"
"1212000","-239.5069580078125","-239.5069580078125","-239.5069580078125","605","605","605"
"1214000","-243.9403839111328","-243.9403839111328","-243.9403839111328","606","606","606"
"1216000","-237.92994689941406","-237.92994689941406","-237.92994689941406","607","607","607"
"1218000","-238.7861328125","-238.7861328125","-238.7861328125","608","608","608"
"1220000","-249.93885803222656","-249.93885803222656","-249.93885803222656","609","609","609"
"1222000","-255.30628967285156","-255.30628967285156","-255.30628967285156","610","610","610"
"1224000","-250.12623596191406","-250.12623596191406","-250.12623596191406","611","611","611"
"1226000","-256.68096923828125","-256.68096923828125","-256.68096923828125","612","612","612"
"1228000","-259.6681213378906","-259.6681213378906","-259.6681213378906","613","613","613"
"1230000","-255.6260528564453","-255.6260528564453","-255.6260528564453","614","614","614"
"1232000","-270.7076416015625","-270.7076416015625","-270.7076416015625","615","615","615"
"1234000","-274.4129333496094","-274.4129333496094","-274.4129333496094","616","616","616"
"1236000","-269.334716796875","-269.334716796875","-269.334716796875","617","617","617"
"1238000","-268.3185119628906","-268.3185119628906","-268.3185119628906","618","618","618"
"1240000","-265.78765869140625","-265.78765869140625","-265.78765869140625","619","619","619"
"1242000","-272.42578125","-272.42578125","-272.42578125","620","620","620"
"1244000","-272.1436462402344","-272.1436462402344","-272.1436462402344","621","621","621"
"1246000","-268.5185546875","-268.5185546875","-268.5185546875","622","622","622"
"1248000","-273.8633117675781","-273.8633117675781","-273.8633117675781","623","623","623"
"1250000","-275.4004211425781","-275.4004211425781","-275.4004211425781","624","624","624"
"1252000","-274.3416748046875","-274.3416748046875","-274.3416748046875","625","625","625"
"1254000","-272.54437255859375","-272.54437255859375","-272.54437255859375","626","626","626"
"1256000","-273.49090576171875","-273.49090576171875","-273.49090576171875","627","627","627"
"1258000","-271.8701171875","-271.8701171875","-271.8701171875","628","628","628"
"1260000","-271.25433349609375","-271.25433349609375","-271.25433349609375","629","629","629"
"1262000","-268.7713623046875","-268.7713623046875","-268.7713623046875","630","630","630"
"1264000","-266.73590087890625","-266.73590087890625","-266.73590087890625","631","631","631"
"1266000","-270.335205078125","-270.335205078125","-270.335205078125","632","632","632"
"1268000","-270.22027587890625","-270.22027587890625","-270.22027587890625","633","633","633"
"1270000","-259.50567626953125","-259.50567626953125","-259.50567626953125","634","634","634"
"1272000","-254.3048553466797","-254.3048553466797","-254.3048553466797","635","635","635"
"1274000","-252.21966552734375","-252.21966552734375","-252.21966552734375","636","636","636"
"1276000","-241.45703125","-241.45703125","-241.45703125","637","637","637"
"1278000","-240.69461059570312","-240.69461059570312","-240.69461059570312","638","638","638"
"1280000","-240.72071838378906","-240.72071838378906","-240.72071838378906","639","639","639"
"1282000","-231.97543334960938","-231.97543334960938","-231.97543334960938","640","640","640"
"1284000","-234.0853271484375","-234.0853271484375","-234.0853271484375","641","641","641"
"1286000","-238.2543487548828","-238.2543487548828","-238.2543487548828","642","642","642"
"1288000","-239.548828125","-239.548828125","-239.548828125","643","643","643"
"1290000","-247.974609375","-247.974609375","-247.974609375","644","644","644"
"1292000","-252.66392517089844","-252.66392517089844","-252.66392517089844","645","645","645"
"1294000","-251.374755859375","-251.374755859375","-251.374755859375","646","646","646"
"1296000","-258.8216857910156","-258.8216857910156","-258.8216857910156","647","647","647"
"1298000","-258.49945068359375","-258.49945068359375","-258.49945068359375","648","648","648"
"1300000","-253.91619873046875","-253.91619873046875","-253.91619873046875","649","649","649"
"1302000","-250.66055297851562","-250.66055297851562","-250.66055297851562","650","650","650"
"1304000","-251.87998962402344","-251.87998962402344","-251.87998962402344","651","651","651"
"1306000","-246.91746520996094","-246.91746520996094","-246.91746520996094","652","652","652"
"1308000","-255.30136108398438","-255.30136108398438","-255.30136108398438","653","653","653"
"1310000","-258.81329345703125","-258.81329345703125","-258.81329345703125","654","654","654"
"1312000","-259.6073913574219","-259.6073913574219","-259.6073913574219","655","655","655"
"1314000","-257.0277404785156","-257.0277404785156","-257.0277404785156","656","656","656"
"1316000","-254.90289306640625","-254.90289306640625","-254.90289306640625","657","657","657"
"1318000","-252.935302734375","-252.935302734375","-252.935302734375","658","658","658"
"1320000","-254.39224243164062","-254.39224243164062","-254.39224243164062","659","659","659"
"1322000","-249.09571838378906","-249.09571838378906","-249.09571838378906","660","660","660"
"1324000","-249.9275665283203","-249.9275665283203","-249.9275665283203","661","661","661"
"1326000","-256.7173767089844","-256.7173767089844","-256.7173767089844","662","662","662"
"1328000","-253.90223693847656","-253.90223693847656","-253.90223693847656","663","663","663"
"1330000","-247.30882263183594","-247.30882263183594","-247.30882263183594","664","664","664"
"1332000","-246.76788330078125","-246.76788330078125","-246.76788330078125","665","665","665"
"1334000","-240.9730682373047","-240.9730682373047","-240.9730682373047","666","666","666"
"1336000","-237.34213256835938","-237.34213256835938","-237.34213256835938","667","667","667"
"1338000","-235.6379852294922","-235.6379852294922","-235.6379852294922","668","668","668"
"1340000","-231.5655975341797","-231.5655975341797","-231.5655975341797","669","669","669"
"1342000","-222.87660217285156","-222.87660217285156","-222.87660217285156","670","670","670"
"1344000","-224.42588806152344","-224.42588806152344","-224.42588806152344","671","671","671"
"1346000","-218.6366729736328","-218.6366729736328","-218.6366729736328","672","672","672"
"1348000","-214.77760314941406","-214.77760314941406","-214.77760314941406","673","673","673"
"1350000","-214.87501525878906","-214.87501525878906","-214.87501525878906","674","674","674"
"1352000","-219.4863739013672","-219.4863739013672","-219.4863739013672","675","675","675"
"1354000","-212.45547485351562","-212.45547485351562","-212.45547485351562","676","676","676"
"1356000","-210.66830444335938","-210.66830444335938","-210.66830444335938","677","677","677"
"1358000","-202.5345001220703","-202.5345001220703","-202.5345001220703","678","678","678"
"1360000","-198.852294921875","-198.852294921875","-198.852294921875","679","679","679"
"1362000","-202.74339294433594","-202.74339294433594","-202.74339294433594","680","680","680"
"1364000","-203.71194458007812","-203.71194458007812","-203.71194458007812","681","681","681"
"1366000","-204.95855712890625","-204.95855712890625","-204.95855712890625","682","682","682"
"1368000","-206.14244079589844","-206.14244079589844","-206.14244079589844","683","683","683"
"1370000","-204.93898010253906","-204.93898010253906","-204.93898010253906","684","684","684"
"1372000","-211.70774841308594","-211.70774841308594","-211.70774841308594","685","685","685"
"1374000","-207.5962677001953","-207.5962677001953","-207.5962677001953","686","686","686"
"1376000","-205.27288818359375","-205.27288818359375","-205.27288818359375","687","687","687"
"1378000","-207.0161590576172","-207.0161590576172","-207.0161590576172","688","688","688"
"1380000","-208.79873657226562","-208.79873657226562","-208.79873657226562","689","689","689"
"1382000","-209.73941040039062","-209.73941040039062","-209.73941040039062","690","690","690"
"1384000","-206.21043395996094","-206.21043395996094","-206.21043395996094","691","691","691"
"1386000","-204.2446746826172","-204.2446746826172","-204.2446746826172","692","692","692"
"1388000","-208.15548706054688","-208.15548706054688","-208.15548706054688","693","693","693"
"1390000","-207.20880126953125","-207.20880126953125","-207.20880126953125","694","694","694"
"1392000","-208.3984375","-208.3984375","-208.3984375","695","695","695"
"1394000","-200.46444702148438","-200.46444702148438","-200.46444702148438","696","696","696"
"1396000","-198.3148956298828","-198.3148956298828","-198.3148956298828","697","697","697"
"1398000","-198.39944458007812","-198.39944458007812","-198.39944458007812","698","698","698"
"1400000","-197.40492248535156","-197.40492248535156","-197.40492248535156","699","699","699"
"1402000","-193.92002868652344","-193.92002868652344","-193.92002868652344","700","700","700"
"1404000","-192.9150390625","-192.9150390625","-192.9150390625","701","701","701"
"1406000","-191.8312225341797","-191.8312225341797","-191.8312225341797","702","702","702"
"1408000","-195.8654022216797","-195.8654022216797","-195.8654022216797","703","703","703"
"1410000","-196.8621826171875","-196.8621826171875","-196.8621826171875","704","704","704"
"1412000","-193.5687713623047","-193.5687713623047","-193.5687713623047","705","705","705"
"1414000","-197.75209045410156","-197.75209045410156","-197.75209045410156","706","706","706"
"1416000","-194.4185028076172","-194.4185028076172","-194.4185028076172","707","707","707"
"1418000","-187.4563446044922","-187.4563446044922","-187.4563446044922","708","708","708"
"1420000","-186.28794860839844","-186.28794860839844","-186.28794860839844","709","709","709"
"1422000","-188.43003845214844","-188.43003845214844","-188.43003845214844","710","710","710"
"1424000","-192.09039306640625","-192.09039306640625","-192.09039306640625","711","711","711"
"1426000","-190.53904724121094","-190.53904724121094","-190.53904724121094","712","712","712"
"1428000","-187.41302490234375","-187.41302490234375","-187.41302490234375","713","713","713"
"1430000","-191.507568359375","-191.507568359375","-191.507568359375","714","714","714"
"1432000","-191.85269165039062","-191.85269165039062","-191.85269165039062","715","715","715"
"1434000","-191.07505798339844","-191.07505798339844","-191.07505798339844","716","716","716"
"1436000","-189.1460723876953","-189.1460723876953","-189.1460723876953","717","717","717"
"1438000","-181.1972198486328","-181.1972198486328","-181.1972198486328","718","718","718"
"1440000","-177.28282165527344","-177.28282165527344","-177.28282165527344","719","719","719"
"1442000","-177.88604736328125","-177.88604736328125","-177.88604736328125","720","720","720"
"1444000","-178.76785278320312","-178.76785278320312","-178.76785278320312","721","721","721"
"1446000","-180.55870056152344","-180.55870056152344","-180.55870056152344","722","722","722"
"1448000","-183.98301696777344","-183.98301696777344","-183.98301696777344","723","723","723"
"1450000","-180.5198211669922","-180.5198211669922","-180.5198211669922","724","724","724"
"1452000","-184.06800842285156","-184.06800842285156","-184.06800842285156","725","725","725"
